dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
noli,30,4,boong,buong,"Ang ilang matandang lalaking naisasawsaw ang mga daliri sa tubig na iyong culay pusali na, palibhasa'y naghugas ng kamay roon ang boong bayan, bucod pa sa mga taga-ibang bayang doo'y dumarayo, ipinapahid ang tubig na iyon ng boong pamimintacasi, baga man sila'y nahihirapan dahil sa casicpan, sa kanilang batoc, sa puyo, sa noo, sa ilong, sa baba, sa dibdib at sa pusod, sa kanilang pananalig na sa gayo'y kanilang nabebendita ang mga bahaguing iyon ng katawan, bucod sa hindi sila magcacasakit ng paninigas ng liig, ng sakit ng ulo, ng pagcatuyo, ng hindi pagcatunaw ng kinacain."
noli,30,4,pagcatuyo,pagkatuyo,"Ang ilang matandang lalaking naisasawsaw ang mga daliri sa tubig na iyong culay pusali na, palibhasa'y naghugas ng kamay roon ang buong bayan, bucod pa sa mga taga-ibang bayang doo'y dumarayo, ipinapahid ang tubig na iyon ng buong pamimintacasi, baga man sila'y nahihirapan dahil sa casicpan, sa kanilang batoc, sa puyo, sa noo, sa ilong, sa baba, sa dibdib at sa pusod, sa kanilang pananalig na sa gayo'y kanilang nabebendita ang mga bahaguing iyon ng katawan, bucod sa hindi sila magcacasakit ng paninigas ng liig, ng sakit ng ulo, ng pagcatuyo, ng hindi pagcatunaw ng kinacain."
noli,30,4,pagcatunaw,pagkatunaw,"Ang ilang matandang lalaking naisasawsaw ang mga daliri sa tubig na iyong culay pusali na, palibhasa'y naghugas ng kamay roon ang buong bayan, bucod pa sa mga taga-ibang bayang doo'y dumarayo, ipinapahid ang tubig na iyon ng buong pamimintacasi, baga man sila'y nahihirapan dahil sa casicpan, sa kanilang batoc, sa puyo, sa noo, sa ilong, sa baba, sa dibdib at sa pusod, sa kanilang pananalig na sa gayo'y kanilang nabebendita ang mga bahaguing iyon ng katawan, bucod sa hindi sila magcacasakit ng paninigas ng liig, ng sakit ng ulo, ng pagkatuyo, ng hindi pagcatunaw ng kinacain."
noli,30,7,pagcacahirap,pagkakahirap,"Bahagya na macahinga roon, mainit at amoy hayop na dalawa ang paa; datapwat catumbas ng laha't ng pagcacahirap na iyon ang magsesermong as sermong yao'y dalawang daa't limampung piso ang bayad ng bayan."
noli,30,49,pagcaraan,pagkaraan,"Sa pagmamasid ng pagtanggap niya ng aso ng incienso, masasabing totoo nga ang sabi ni Galeno, na naniniwalang pumapasoc daw ang usoc sa bao ng ulo, pagcaraan sa butas ng ilong na ang tuloy ay sa salaang but-o, sa pagka't siya'y lumilindig, iniiling-ay ang ulo sa licod, pagkatapos ay lumalacad na patungo sa gitna ng altar ng lubhang malaking pagmamakisig at caguilasan, hanggang sa acalain ni capitan Tiagong daig niya sa cagalingang cumiya ang comedianteng insic ng gabing nagdaang nacadamit emperador, may pinta ang mukha may maliliit na bandera sa licod, ang balbas ay buntot ng kabayo at macapal ang ""suclas"" ng sapin."
noli,30,54,pagcaguising,pagkaguising,"Tulad kay Segismundo o gaya ng ""cocinero"" sa kinathang buhay ni Dornroscheu, ang unang ginawa pagcaguising ay tuctucan ang canyang apong babae, na nacatulog din."
noli,30,58,pagpanhic,pagpanhik,"Nawala siya pagpanhic sa hagdanang palicawlicaw, ngunit pagdaca'y muling sumipot ang canyang mabilog na ulo, pagkatapos ay ang canyang macacapal na batoc at sumunod agad-agad ang canyang katawan."
noli,30,59,boong,buong,Tumingin sa magcabicabila ng boong capanatagan ng loob at uubo-ubo; nakita niya si Ibarra.
noli,30,64,pagcalugod,pagkalugod,Isang binatang nag aaral ng panahong iyon ng taquigrafia at malaking totoo ang pagcalugod sa mga dakilang mananalumpati ang siyang umalalay ng pagtititic samantalang nagsasaysay si Pari Damaso; at salamat sa ganitong ginawa'y mailalagda namin dito ang isang bahagui ng pangangaral tungkol sa religion sa mga lupaing iyon.
noli,31,3,pagcauhaw,pagkauhaw,"—""At ibinigay mo sa kanila ang espiritu mong magaling upang kanilang ituro at hindi mo inalis sa kanilang bibig ang iyong mana at binigyan mo sila ng tubig sa kanilang pagcauhaw!"
noli,31,15,boong,buong,"at o ng paghinto dakilang iniunat niya ang canyang canang kamay sa dakong altar at tumitig sa Alcalde, naghalukipkip pagkatapos, na walang ano mang sinasabi; ngunit caguinsaguinsa'y inihalili sa mahinhing kilos ang cagalawan, iniling-ay sa licod ang ulo, itinuro ang dakong pintong malaki na pinutol ang hangin sa pamamag-itan ng taguiliran ng kamay ng boong cabilisan, hanggang sa acalain ng mga sacristang ang cahulugan ng gayong galaw ay ipinag-uutos sa kanilang isara ang mga pinto, at gayon nga ang kanilang ginawa; nagdamdam ligalig ang alferez at nag-alinlangan kung siya'y lalabas o hindi; datapwat nagpapasimula na ang nagsesermon ng pananalitang malacas, puno at mataguinting: tunay nga pala namang totoong matalino sa panggagamot ang dating canyang tagaalagang babae."
noli,31,17,pagcahiya,pagkahiya,"Kayong mga malalaking macasalanan, mga bihag ng mga moro ng calolowa, na siyang lumalaganap sa mga dagat ng walang hanggang buhay, na pawang nacalulan sa macapangyarihang mga sasacyan ng sa taong katawan at ng mga lugod sa buhay na ito, kayong hindi magcandadala ng mga tanicala ng mahahalay na hilig at ng mga calibugan, at nangagsisigaod sa daong ng taga Infiernong si Satan, masdan ninyo riyan ng mapitagang pagcahiya ang tumutubos sa mga calolowa sa pagcabihag ng demonio, ang matapang na Gedeon, ang malacas na loob na David, ang mapagwaguing Roldan ng cacristianohan, ang tagalangit na guardia civil, na higuit ang catapangan sa lahat ng mga guardia civil kahi't pagsamasamahin ang mga guardia civil ngayon at ang sa bucas pa""."
noli,31,17,pagcabihag,pagkabihag,"Kayong mga malalaking macasalanan, mga bihag ng mga moro ng calolowa, na siyang lumalaganap sa mga dagat ng walang hanggang buhay, na pawang nacalulan sa macapangyarihang mga sasacyan ng sa taong katawan at ng mga lugod sa buhay na ito, kayong hindi magcandadala ng mga tanicala ng mahahalay na hilig at ng mga calibugan, at nangagsisigaod sa daong ng taga Infiernong si Satan, masdan ninyo riyan ng mapitagang pagkahiya ang tumutubos sa mga calolowa sa pagcabihag ng demonio, ang matapang na Gedeon, ang malacas na loob na David, ang mapagwaguing Roldan ng cacristianohan, ang tagalangit na guardia civil, na higuit ang catapangan sa lahat ng mga guardia civil kahi't pagsamasamahin ang mga guardia civil ngayon at ang sa bucas pa""."
noli,31,18,boong,buong,"—(Pinapagcunot ng alferez ang noo)—""Siya nga, ginoong alferez, higuit ang canyang tapang at lacas, na kahi't wala siyang fusil kung di isang cruz na kahoy, canyang guinagahis ng boong cabayanihan ang walang hanggang tulisan ng mga cadiliman, at gayon din ang lahat ng mga cacampi ni Luzbel, at kung di lamang hindi nangamamatay ang mga espiritu, silang lahat ay nangalipol na magpacailan man!"
noli,31,22,pagcatuclas,pagkatuclas,"Si San Diego at si San Francisco ang gaganap ng bagay na iyon, at sila nga ang tunay na macagagawa, tulad sa pinatototohanan ng isang pinturang na sa convento ng Maynila, na sa pamamag-itan lamang ng canyang cordon ay nahadlangan ni San Francisco ang paglusob ng mga insic ng mga unang taon ng pagcatuclas sa Filipinas ng mga kastila."
noli,31,33,pagcapatanga,pagkapatanga,"Ibig ni Pari Damasong papangguilalasin ang mga nakikinig sa ganitong anyo ng pananalitang canyang napag-aralan sa isang dakilang tagapagsermon sa Maynila, at siya ngang nangyari, na sa pagcapatanga sa gayong caraming mga katotohanan, kinailangan niyang dunggulin ng paa ang canyang ""espiritu santo"" (ang fraile bagang sa kanya'y tagadicta) upang sa kanya'y maipaalaala ang canyang catungculan."
noli,31,37,boong,buong,"Maliwanag na nakikita iyang araw ng mga cabanalan, at sinabi kong araw at hindi buwan, sa pagka't walang malaking carapatang numingning ang buwan sa boong gabi; sa lupa ng mga bulag ang dalawang mata'y hari ang bulag ang isang mata lamang (nacapangyayari sa bayan ng mga hangal ang may caunting dunong na pinag-aralan); mangyayaring numingning ang isang ilaw kung gabi, o ang isang maliit na bituin; ang lalong mahalaga'y ang macapagningning kahi't catanghaliang tulad sa ginagawa ng araw: ¡ganito nga ang pagniningning ng kapatid na si Diego kahi't sa gitna ng lalong mga dakilang santo!"
noli,31,44,boong,buong,"Inilalaganap namin ang layong santong lahi sa boong daigdig, sa lahat ng mga suloc, sa mga ciudad, sa mga bayan at hindi namin tinitingi ang maputi sa maitim""—(piniguil ng Alcalde ang canyang paghinga)—""sa pagtitiis ng hindi pagcain at ng mga pagpapacahirap, santong lahi mo na sa pananampalataya at sa religiong may taglay na sandata""—(¡Ah!"
noli,31,44,pagcain,pagkain,"Inilalaganap namin ang layong santong lahi sa buong daigdig, sa lahat ng mga suloc, sa mga ciudad, sa mga bayan at hindi namin tinitingi ang maputi sa maitim""—(piniguil ng Alcalde ang canyang paghinga)—""sa pagtitiis ng hindi pagcain at ng mga pagpapacahirap, santong lahi mo na sa pananampalataya at sa religiong may taglay na sandata""—(¡Ah!"
noli,31,48,pagcasaulo,pagkasaulo,"""Dapat nating masaulong lahat ang mga Santong Casulatan, ang buhay ng mga santo, at sa ganito'y hindi ko kinacailangang sa inyo'y mangaral, mga macasalanan; dapat ninyong maalaman ang mga bagay na itong totoong mahalaga at kinacailangang gaya ng pagcasaulo sa Ama namin, baga man nacalimutan na ninyo ito at nagbubuhay protestante o hereje na kayo, na hindi nagsisigalang sa mga ministro (cawani ng Dios, na gaya ng mga insic), ngunit kayo'y mangagpapacasama, lalo ng mangapapahamac kayo, mga sinumpa!"
noli,31,53,pagcapiit,pagkapiit,Mula pa rito sa lupa'y pinarurusahan na kayo ng Dios ng mga pagcapiit at pagcabilanggo!
noli,31,53,pagcabilanggo,pagkabilanggo,Mula pa rito sa lupa'y pinarurusahan na kayo ng Dios ng mga pagkapiit at pagcabilanggo!
noli,31,55,pagcacasala,pagkakasala,"Sinabi ni Jesucristo: Kung kayo'y may masamang casangcapan ng catawang humihicayat sa inyo sa pagcacasala, putulin ninyo, iabsang ninyo sa apoy!..."
noli,31,63,boong,buong,"Naligalig si Ibarra; lumingap sa canyang paliguid at humahanap ng alin mang suloc, datapwa't punongpuno ang boong simbahan."
noli,31,65,pagcacasunodsunod,pagkakasunodsunod,"Sa gayong pagdaragdag ni Fray Damaso ng canyang mga naisipa'y nag-caligaw-ligaw ang espiritu santong fraile sa pagcacasunodsunod ng sermon hanggang sa siya'y lumactaw ng tatlong mahahabang pangcat at sumama ang pagdidicta kay Pari Damaso, na humihingal at nagpapahinga sa canyang maalab na pagmumura."
noli,31,70,boong,buong,"Dati ko nang nalalaman; wala ngang macagagawa ng gayon kung di ang isang santong gaya ni Diego de Alcala; canyang hinimuran ang boong cabulucan, at tuloy sinabi niya sa isang kapatid na nangguiguilalas; ¡Ganito ang paggamot sa may sakit na ito!"
noli,31,71,pagcacacawang,pagkakacawang,¡Oh pagcacacawang gawa ng cristiano!
noli,31,72,pagcahabag,pagkahabag,¡Oh pagcahabag na walang cahulililip!
noli,31,116,boong,buong,"Tila mandin ang ganitong bagay ang siyang totoong canyang kaya, sa pagka't nag-aalab ang canyang isip, at nagsasalita ng boong cariinan at caliwanagan."
noli,31,148,boong,buong,"Namunga ang gayong gawa: binitiwan ng matandang babae ang bacya, nagbubulong at pagkatapos na macapagcruz na macailan, naluhod siya ng boong cataimtiman."
noli,31,159,pagcaantoc,pagkaantoc,"Humihilic na ang Alcalde, tatangotango na si Maria Clara sa pagcaantoc, hindi na mapaglabanan ng abang dalaga ang pagtutuca, palibhasa'y wala ng ano mang pintura at ano mang larawan man lamang na mapagsiyasat sa mapaglibangan."
noli,31,163,boong,buong,"Si Fray Manuel Martin ang tanging tila mandin nakikinig ng boong ligaya, sa pagka't ngumingiti."
noli,31,171,pagcasabi,pagkasabi,"Nakita ni Ibarrang nawala si Elias sa caramihan, pagcasabi sa kanya ng bagay na iyon."
noli,32,4,pagcalakilaking,pagkalakilaking,"Doon sa caitaasan, sa lilim ng mga anino ng mga malalaking kahoy, ng mga guirnalda at ng mga bandera, nacabiting ang tali ay mga lubid at mga ganchong bacal, ang isang pagcalakilaking ""polea"" na may tatlong ""rueda,"" at sa mga nagniningning na taguiliran nito'y nacasulot at nacasacay ang tatlong lubid na lalo pa manding malalaki kay sa mga iba, at nacabitin sa tatlong pagsalalaking mga lubid na ito ang isang pagcalakilaking ""sillar"" na buo na may hucay sa dakong gitna, na kung itama sa capuwa guang ng isang batong capapatungang na sa ilalim na ng hucay, siyang maguiguing guang na laang paglalagyan ng casaysayang casalucuyan, ng mga pamahayagan, ng mga casulatan, ng mga salapi, ng mga medalla at iba pa, at ng maibalita ang mga bagay na iyon sa mga taong mabubuhay sa cahulihulihang panahon."
noli,32,4,pagcalakilaking,pagkalakilaking,"Doon sa caitaasan, sa lilim ng mga anino ng mga malalaking kahoy, ng mga guirnalda at ng mga bandera, nacabiting ang tali ay mga lubid at mga ganchong bacal, ang isang pagcalakilaking ""polea"" na may tatlong ""rueda,"" at sa mga nagniningning na taguiliran nito'y nacasulot at nacasacay ang tatlong lubid na lalo pa manding malalaki kay sa mga iba, at nacabitin sa tatlong pagsalalaking mga lubid na ito ang isang pagcalakilaking ""sillar"" na buo na may hucay sa dakong gitna, na kung itama sa capuwa guang ng isang batong capapatungang na sa ilalim na ng hucay, siyang maguiguing guang na laang paglalagyan ng casaysayang casalucuyan, ng mga pamahayagan, ng mga casulatan, ng mga salapi, ng mga medalla at iba pa, at ng maibalita ang mga bagay na iyon sa mga taong mabubuhay sa cahulihulihang panahon."
noli,32,8,boong,buong,"Napaca buti ang pagcacaanyo-anyo, na ayon sa maibigan ko'y aking naitataas o naibababa ng isa ng isang dali, at ng magawa ng boong caal-wanan ng isang taong nasasailalim ng hucay ang paglalapat ng dalawang bato, samantalang aking pinangangasiwaan buhat dito."
noli,32,8,pagcacaanyo,pagkakaanyo,"Napaca buti ang pagcacaanyo-anyo, na ayon sa maibigan ko'y aking naitataas o naibababa ng isa ng isang dali, at ng magawa ng buong caal-wanan ng isang taong nasasailalim ng hucay ang paglalapat ng dalawang bato, samantalang aking pinangangasiwaan buhat dito."
noli,32,25,pagcacataon,pagkakataon,"—Marahil isang araw, pagka ang gawang nagpapasimula ngayon ng pagsilang sa maliwanag ay kung matanda na at maguiba dahil sa ilang mga sacunang sa kanya'y nagdaan, kung magcabihira'y dahil sa mga pagpapagpag (paglindol) ng Naturaleza, kung magcabihira'y dahil sa mapagwasac na kamay ng tao, at sumibol sa ibabaw ng mga casangcapan ng guibang ito ang damo at baguing; at pagkatapos, kung pugnawin na ng panahon ang damo, ang baguing at ang mga sirang casangcapan ng bahay na ito, at catcatin sa mga dahon ng Casaysayan (Historia) ang sa kanya'y gunita, at gayon din ang mga gumawa sa kanya, na malaon ng panahong nawala sa alaala ng mga tao: marahil, kung napalibing na o nawala na ang mga lahing kasama ng mga pinacabalat ng lupa, sa isa lamang pagcacataon, kung pasilangin ang tilamsic ng apoy sa batong matigas ng pico ng sino mang manghuhucay ng mina, mangyayaring masunduan sa sinapupunan ng malaking bato ang mga talinghaga at mga lihim."
noli,32,26,pagcahabahabang,pagkahabahabang,"Marahil ang mga pantas ng isang naciong dito'y tumira'y mangagsisicap, na gaya naman ng pagsisicap ngayon ng mga ""egiptologo"" (ang mga malulugdin sa mga bagay na na sa Egipto) sa nangatirang bagay ng isang dakilang ""civilizaciong"" nagpagal sa pagsisiyasat ng walang hanggan, at hindi sinapantahang sa kanya'y bababa ang isang pagcahabahabang gabi."
noli,32,28,boong,buong,"Pagkatapos na matingnan at mapagsiyasat ng boong catiyagaan ang mga bagay na nasumpungan sa ilalim nitong ating lupa, pagkatapos na mausisa ang cahulugan ng ilang mga tanda, at pagkatapos na maihulog sa wica natin ang ilang mga salita, masasapantaha nating walang ano mang tacot na magcamali, na nauucol ang mga bagay na iyon sa panahon nang cahunghangan nang tao, sa madilim na panahong caraniwan nating tawaguing panaguinip nang isip."
noli,32,31,boong,buong,"Ng mga caunaunahang panahong iyon, ang mga kinapal na ito'y nakipag-uusap pa (ganito marahil ang kanilang boong acala) sa Lumikha sa kanila, sa pagka't sila'y may mga kinikilalang mga Ministro (kinacatawan) ng Lumikha iyan, mga kinapal na iba kay sa mga iba na kanilang sa tuwi na'y pinangangalanan ng mga talinghagang letrang M. R. P. Fr., na sa pagbibigay cahulugan sa mga letrang ito'y hindi nangagcacaisa ang ating mga marurunong."
noli,32,32,pagcaaalang,pagkaaalang,"Alinsunod sa pangcaraniwang profesor ng mga wica, sa pagka't wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka't may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila'y pagcaaalang-alang, kailan ma'y hindi sila gumagawa ng kahi't babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagcatao sa pagcatao ng iba."
noli,32,32,pagcatao,pagkatao,"Alinsunod sa pangcaraniwang profesor ng mga wica, sa pagka't wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka't may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila'y pagkaaalang-alang, kailan ma'y hindi sila gumagawa ng kahi't babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagcatao sa pagcatao ng iba."
noli,32,32,pagcatao,pagkatao,"Alinsunod sa pangcaraniwang profesor ng mga wica, sa pagka't wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka't may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila'y pagkaaalang-alang, kailan ma'y hindi sila gumagawa ng kahi't babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagcatao sa pagcatao ng iba."
noli,32,37,pagcaing,pagkaing,Inihahanda ngayon ang pagcaing masarap sa mga kioskong kinakitaan natin camacalawa sa maestro at sa mga alagad.
noli,32,42,boong,buong,"Nangagsisipanhic ang mga bata sa mga sanga ng mga kahoy o sa ibabaw ng mga bato, sa pagcaibig nilang makitang magaling ang ""ceremonia"", at sa gayo'y narurugtungan nila ang cababaan ng kanilang taas; minamasdan nila ng boong pananaghili ang mga batang pumapasoc sa escuelang malilinis at magaling ang pananamit na nangaroroon sa lugar na sa kanila'y laan."
noli,32,42,pagcaibig,pagkaibig,"Nangagsisipanhic ang mga bata sa mga sanga ng mga kahoy o sa ibabaw ng mga bato, sa pagcaibig nilang makitang magaling ang ""ceremonia"", at sa gayo'y narurugtungan nila ang cababaan ng kanilang taas; minamasdan nila ng buong pananaghili ang mga batang pumapasoc sa escuelang malilinis at magaling ang pananamit na nangaroroon sa lugar na sa kanila'y laan."
noli,32,46,boong,buong,"Nabalisa ang lalaking naninilaw at siniyasat ang boong ""aparato"" niya ng isang sulyap."
noli,32,50,pagcamahal,pagkamahal,"Causap ni Ibarra ang Alcalde, na canyang totoong naging kaibigan, mula ng canyang handugan siya ng ilang maaayos na pagpuri, dahil sa canyang mga condecoracion at mga banda: ang malaking hilig sa pagcamahal na tao ang siyang panghina ng loob ng marilag na Alcalde."
noli,32,55,boong,buong,Hindi niya sinasadya'y tinungo ng canyang mga mata ang cacaibang mga andamio na doo'y nacatayo; nakita niyang sa kanya'y yumuyucod ng boong galang ang lalaking naninilaw at siya'y tinitigang sandali.
noli,32,56,pagcasumpong,pagkasumpong,"Pinagtakhan niya ang pagcasumpong doon kay Elias, na sa pamamag-itan ng isang macahulugang kirap ay ipinaunawa sa canyang alalahanin ang sa kanya'y sinabi sa simbahan."
noli,32,57,pagcacaserdote,pagkakaserdote,"Isinuot ng cura ang mga pananamit ng pagcacaserdote at pinasimulaan ang ""ceremonia"": tangan ng sacristan mayor na bulag ang isang mata, ang libro, at tangan naman ang isang monagulilo ang pangwisic at lalagyan ng tubig na bendita."
noli,32,63,pagcaibig,pagkaibig,"—Malaking totoo po ang aking pagcaibig,—ng isinagot ni Ibarra,—ngunit kung magcagayo'y cacamcamin ko ang nacauunlac na tungculing iyan sa ginoong Escribano; ¡ang ginoong Escribano ang siyang marapat magpatotoo ng guinagawang ito!"
noli,32,88,boong,buong,"Ito'y nanaog, pagkatapos, ng boong cahinhinang madakila, casabay ng mga tinig ng musicang nagpasimula ng pagtugtog; naglagay ng ilang cucharang lechada sa ibabaw ng bato, at katulad din ng madakilang cahinhinang gaya ng siya'y pumanhic."
noli,32,88,pumanhic,pumanhik,"Ito'y nanaog, pagkatapos, ng buong cahinhinang madakila, casabay ng mga tinig ng musicang nagpasimula ng pagtugtog; naglagay ng ilang cucharang lechada sa ibabaw ng bato, at katulad din ng madakilang cahinhinang gaya ng siya'y pumanhic."
noli,32,124,pagcacatulog,pagkakatulog,—ani Ibarrang anaki'y naguising sa isang pagcacatulog.
noli,32,136,boong,buong,Binabati ng boong galac ng mga sacerdote ang binata at pinipisil nila ang canyang mga kamay.
noli,32,152,pagcaligtas,pagkaligtas,¡Kinacailangan nating ipagdiwang ang pagcaligtas po ninyo!
noli,32,170,boong,buong,"—Ginoong Alcalde,—ang itinutol ng boong catigasan ng loob ni Ibarra;—kung hindi macabubuhay sa namatay ang capanglawan, lalo ng hindi macabubuhay ang pagcabilanggo ng isang tao, na hindi pa natin nalalaman kung may sala siya o wala."
noli,32,170,pagcabilanggo,pagkabilanggo,"—Ginoong Alcalde,—ang itinutol ng buong catigasan ng loob ni Ibarra;—kung hindi macabubuhay sa namatay ang capanglawan, lalo ng hindi macabubuhay ang pagcabilanggo ng isang tao, na hindi pa natin nalalaman kung may sala siya o wala."
noli,33,4,pagcamasid,pagkamasid,"—Iniligtas ninyo ang aking buhay—ang sinabi nito sa wikang tagalog, dahil sa pagcamasid niya sa kilos ni Ibarra;—binayaran ko ng caunti ang aking utang at wala nga kayong sucat kilalaning utang na loob sa akin, tumbalic, ako ang ma'y kinikilalang utang na loob."
noli,33,9,ipinamamanhic,ipinamamanhik,"—Sacali't ibiguin ng justicia ng mga taong liwanaguin ang talinghagang ito, ipinamamanhic ko po sa inyong huwag ninyong sasabihin kanino man ang tagubiling sinabi ko sa inyo sa simbahan."
noli,33,12,pagcahindi,pagkahindi,"—ang madaling isinagot ni Elias, na nagpapahalata ng caalaban ng loob at pagcahindi maalam magpacababa—ito'y dahil po sa inyo: wala caunti mang tacot ako sa mga tao."
noli,33,22,pagcacaroon,pagkakaroon,¡Ang pagcacaroon ng kaaway ang siyang talagang cautusan ng buhay!
noli,33,53,pagcabuhay,pagkabuhay,"—Pagka hinahatulan ng tao ang ibang mga tao sa camatayan o sa capahamacan ng pagcabuhay magpacailan man sa hinaharap na panahon, ginagawa ang gayong paghatol na hindi siya lumagay sa panganib, at gumagamit siya ng lacas ng ibang mga tao upang ganapin ang canyang mga hatol, na sa lahat ng ito'y mangyayaring pawang camalian o lihis sa catuwiran."
noli,33,56,pagcacataon,pagkakataon,—¿Hindi po ba kayo sumasampalataya sa pagcacataon?
noli,33,57,pagcacatao'y,pagkakatao'y,—Pagka nanampalataya sa pagcacatao'y para ring nanampalataya sa mga himala; ang nananampalataya sa dalawang bagay na ito'y naniniwala namang hindi natatalos ng Dios ang mga mangyayari sa panahong sasapit.
noli,33,58,pagcacataon,pagkakataon,¿Ano ang pagcacataon?
noli,33,61,pagcacasira,pagkakasira,"Isang casalangsangan, isang pagcacasira-sira ng lacad na tacda sa mga kinapal."
noli,33,68,boong,buong,"—Kahi't anong dami ng mga kinacatawan ng Dios sa lupa'y hindi mangyayari, sa macatuwid baga'y hindi sinasabi ng boong caliwanagan ang canyang pasya upang mabigyang cahatulang ang yutayutang mga pagaalit-alit na ibinabalangcas ng mga hidwa nating budhi."
noli,34,6,ipinamanhic,ipinamanhik,"Ayon sa caugalia'y humingi ngang pahintulot si kapitang Tiago upang basahin ang telegramang iyon, at ayon sa caugalian naman ay ipinamanhic ng lahat na canyang basahin."
noli,34,28,boong,buong,—anang Alcalde ng pananalitang madakila;—macacacain tayo ng boong catahimican.
noli,34,33,boong,buong,"—ang kiming sinalita ng isa sa mga naroroong cawani ng gobierno, na mahinhin ang anyo at hindi binubucsan ang bibig hanggang sa oras ng pagcain, at sa boong umaga'y ngayon nga lamang nagsalita."
noli,34,33,pagcain,pagkain,"—ang kiming sinalita ng isa sa mga naroroong cawani ng gobierno, na mahinhin ang anyo at hindi binubucsan ang bibig hanggang sa oras ng pagcain, at sa buong umaga'y ngayon nga lamang nagsalita."
noli,34,47,boong,buong,—¡Nalalaman ba ninyong si ginoong Ibarra'y siyang lalong may magaling na tagapagluto sa boong lalawigan?
noli,34,49,pagcain,pagkain,"—Iyan nga ang sinasabi ko, datapwat ang magandang babaeng canyang calapit ay aayaw paunlacan ang hayin, sa pagka't bahagya na lamang tiniticman ang pagcain,—ang tutol ng isa sa mga cawani ng gobierno."
noli,34,60,pagcatalastas,pagkatalastas,—Magaling ang pagcatalastas ng ginoong alferez na sa mga araw na ito'y hindi nga ako ang lalong nakikinabang o nangungulugui!
noli,34,66,boong,buong,"—anang escribano ng boong galac, at ininom niya at ng Alcalde ang alac na na sa canicanilang copa."
noli,34,80,boong,buong,"Ang boong isip ng mga cawani ng gobierno'y nagsalita ang Alcalde ng isang catatawanan, kaya't nagtawanan sila't ng bigyang capurihan ang gayong pagpapatawa; sila'y guinayahan ng mga fraile, palibhasa'y hindi nila talos na si Voltaire ay yaong Voltaireng hindi mamacailang kanilang sinumpa at inilagay sa infierno."
noli,34,83,pagcain,pagkain,"Gumagawa sila ng malaking caingayan, gayong sila'y mga batang filipino, sapagkat ang caraniwan, kung ang mga batang filipino'y na sa pagcain at na sa harap ng ibang mga tao'y hindi ang cagaslawan ang kanilang naguiguing caculangan, kung di ang cakimian."
noli,34,109,pagcacayas,pagkakayas,"—Paparoonin mo siya sa bahay bucas, Petra,—anang matandang lalaki na totoong nagagalac;—¡tuturuan ko siya ng pagcacayas ng nito!"
noli,34,112,pagcaalam,pagkaalam,"¿Ano po ba, incong ang pagcaalam ninyo?"
noli,34,147,pagcaibig,pagkaibig,¡Ang pagcaibig ninyong sa inyo'y mangumpisal ang lahat ng tao!
noli,34,148,pagcaibig,pagkaibig,¡Diyata't nagcacapagod at nagcacapangpapawis pa nga tayo sa pagcaibig nating masiyasat kung ano ang mga gawa ng mga lalaki't mga babae at kung ano ang mga gawa ng ating mga capit-bahay!
noli,34,161,pagcakita,pagkakita,"At dumarating nga naman si pari Damaso, taglay ang paglacad ng taong mataba, na halos nacangiti, ngunit sa isang anyong nagpapakilala ng pangit niyang caisipan, kaya't pagcakita sa kanya ni Ibarra'y nalito sa canyang pagtatalumpati."
noli,34,198,pagcarinig,pagkarinig,"Sinusundan siya ng mata ni Ibarrang nangingitimngitim ang pula ng mukha sa malaking galit; at pagcarinig ng pasaring sa canyang ama'y nagtindig, at sa isang lundag ay ilinagpac ang canyang batibot na kamay sa ibabaw ng ulo ng sacerdote, na natihaya at tulig."
noli,34,199,pagcagulat,pagkagulat,"Sa lubos na pagcagulat at pagcatacot, sino ma'y walang nangahas mamaguitna."
noli,34,199,pagcatacot,pagkatacot,"Sa lubos na pagkagulat at pagcatacot, sino ma'y walang nangahas mamaguitna."
