sentence_id,original_token,new_token,reason,context_snippet
33-53,canyang,kanyang,Safe List: canyang,—Pagka hinahatulan ng tao ang ibang mga tao sa cam...
33-54,canyang,kanyang,Safe List: canyang,"Datapwat ako, sa aking paglalagay sa tampalasan sa..."
33-66,canyang,kanyang,Safe List: canyang,"Ang isip ni Ibarra'y canyang napag-unawa, ang cais..."
33-66,canyang,kanyang,Safe List: canyang,"Ang isip ni Ibarra'y canyang napag-unawa, ang cais..."
33-66,lacas,lakas,Safe List: lacas,"Ang isip ni Ibarra'y canyang napag-unawa, ang cais..."
33-68,canyang,kanyang,Safe List: canyang,—Kahi't anong dami ng mga kinacatawan ng Dios sa l...
33-69,canyang,kanyang,Safe List: canyang,"Nauucol, kinacailangan sumasacatwirang manacanaca'..."
33-70,canyang,kanyang,Safe List: canyang,"—Tunay nga, datapwat ng upang gawin ang cagalingan..."
33-70,canyang,kanyang,Safe List: canyang,"—Tunay nga, datapwat ng upang gawin ang cagalingan..."
33-71,canyang,kanyang,Safe List: canyang,Ngunit higuit sa aking kaya ang pagmamatuwirang it...
34-6,canyang,kanyang,Safe List: canyang,Ayon sa caugalia'y humingi ngang pahintulot si kap...
34-7,canyang,kanyang,Safe List: canyang,Pinapagcunot muna ng carapatdapat na Capitan ang c...
34-7,canyang,kanyang,Safe List: canyang,Pinapagcunot muna ng carapatdapat na Capitan ang c...
34-14,Capitan,Kapitan,Capitan Policy,—¡Ang Capitan General!...
34-16,Capitan,Kapitan,Capitan Policy,—Darating ang Capitan General at doon tutuloy sa b...
34-16,Capitan,Kapitan,Capitan Policy,—Darating ang Capitan General at doon tutuloy sa b...
34-17,canyang,kanyang,Safe List: canyang,"—ang sigawan ng ilan, na ano pa't hindi na nila di..."
34-20,Capitan,Kapitan,Capitan Policy,Nangagtitinginan ang mga fraile: ito ang cahulugan...
34-20,canyang,kanyang,Safe List: canyang,Nangagtitinginan ang mga fraile: ito ang cahulugan...
34-20,canyang,kanyang,Safe List: canyang,Nangagtitinginan ang mga fraile: ito ang cahulugan...
34-21,Capitan,Kapitan,Capitan Policy,—May nangagsabi na sa akin sa hapon ng bagay na iy...
34-22,Capitan,Kapitan,Capitan Policy,"—¿Nalalaman po ba ng camahalan ninyo, ginoong Alca..."
34-24,Capitan,Kapitan,Capitan Policy,—Hindi ko talastas na maigui; maibiguin ang Capita...
34-27,Capitan,Kapitan,Capitan Policy,—¡Darating ang Capitan General sa icapat na oras n...
34-45,canyang,kanyang,Safe List: canyang,"—Upang macapagsalita ng gayong catagal, kinacailan..."
34-49,canyang,kanyang,Safe List: canyang,"—Iyan nga ang sinasabi ko, datapwat ang magandang ..."
34-51,canyang,kanyang,Safe List: canyang,—Napasasalamat ako sa ginoo ... napacalabis naman ...
34-59,canyang,kanyang,Safe List: canyang,Hindi inaring biro ang bagay na iyon ni pari Salvi...
34-67,canyang,kanyang,Safe List: canyang,"—Hindi mangyaring hindi ko gawin,—anang Alcalde, n..."
34-74,bulaclac,bulaklak,Safe List: bulaclac,"Namumupol ako kahapon ng mga bulaclac, ngayo'y aki..."
34-87,canyang,kanyang,Safe List: canyang,—ang sabi ng isang babaeng tagabukid sa isang mata...
34-92,canyang,kanyang,Safe List: canyang,At cumacayat ang laway ng mabait na ina sa panonoo...
34-103,canyang,kanyang,Safe List: canyang,"Oo, oo, maaalaala na niya ako, kung siya'y papa na..."
34-105,canyang,kanyang,Safe List: canyang,At taglay ng mabait na matanda ang ganitong pag as...
34-118,canyang,kanyang,Safe List: canyang,"—Hindi isang calabisan, Petra, ang canyang malaman..."
34-160,canyang,kanyang,Safe List: canyang,¡Pagmasdan ninyo kung paano ang pagtaba ni pari Da...
34-161,canyang,kanyang,Safe List: canyang,"At dumarating nga naman si pari Damaso, taglay ang..."
34-162,canyang,kanyang,Safe List: canyang,"Binati nila si pari Damaso, baga man may halong pa..."
34-164,canyang,kanyang,Safe List: canyang,"Naowi sa pangangatal ang ngiti ni pari Damaso, ng ..."
34-198,canyang,kanyang,Safe List: canyang,Sinusundan siya ng mata ni Ibarrang nangingitimngi...
34-198,canyang,kanyang,Safe List: canyang,Sinusundan siya ng mata ni Ibarrang nangingitimngi...
34-201,canyang,kanyang,Safe List: canyang,"—ang sigaw ng binata ng tinig na cagulatgulat, at ..."
34-201,canyang,kanyang,Safe List: canyang,"—ang sigaw ng binata ng tinig na cagulatgulat, at ..."
34-202,canyang,kanyang,Safe List: canyang,Pinagdirimlan si Ibarra: nangangatal ang canyang k...
34-202,canyang,kanyang,Safe List: canyang,Pinagdirimlan si Ibarra: nangangatal ang canyang k...
34-207,lacas,lakas,Safe List: lacas,"Datapwat sino man, kahi man ang alferez ay ayaw ma..."
34-212,canyang,kanyang,Safe List: canyang,"Nahihirapan ng paghinga ang binata, datapwat ang c..."
34-214,canyang,kanyang,Safe List: canyang,At tumingin sa paliguid niya't nagsalita;—Makinig ...
34-214,canyang,kanyang,Safe List: canyang,At tumingin sa paliguid niya't nagsalita;—Makinig ...
34-230,canyang,kanyang,Safe List: canyang,Ang aking ama'y isang mabait na mayaman: inihandog...
34-230,canyang,kanyang,Safe List: canyang,Ang aking ama'y isang mabait na mayaman: inihandog...
34-231,canyang,kanyang,Safe List: canyang,"Laguing bucas ang canyang bahay, laguing handa ang..."
34-231,canyang,kanyang,Safe List: canyang,"Laguing bucas ang canyang bahay, laguing handa ang..."
34-231,canyang,kanyang,Safe List: canyang,"Laguing bucas ang canyang bahay, laguing handa ang..."
34-233,canyang,kanyang,Safe List: canyang,Binucsan niya sa taong sumasadalita ang mga pintua...
34-233,canyang,kanyang,Safe List: canyang,Binucsan niya sa taong sumasadalita ang mga pintua...
34-233,canyang,kanyang,Safe List: canyang,Binucsan niya sa taong sumasadalita ang mga pintua...
34-240,canyang,kanyang,Safe List: canyang,"Kayong mga naririto, mga sacerdote, mga hucom, ¿na..."
34-241,canyang,kanyang,Safe List: canyang,¿Narinig ba ninyo pagkatapos na siniraan ng puri a...
34-245,canyang,kanyang,Safe List: canyang,Iniangat ang bisig; datapawa't malicsing tulad sa ...
34-247,canyang,kanyang,Safe List: canyang,Unti unting lumuag ang pagkahawac ng mga naninigas...
35-5,canyang,kanyang,Safe List: canyang,—ang sabihan ng mga iilan;—ng itindig nila siya'y ...
35-6,canyang,kanyang,Safe List: canyang,"—¡Magpahingalay nawa siya sa capayapaan, ngunit wa..."
35-24,canyang,kanyang,Safe List: canyang,Ngayo'y ibig niyang siya'y ipalagay na bagong gali...
35-31,Capitan,Kapitan,Capitan Policy,Samantalang hinihintay nila sa isang maliit na bah...
35-47,canyang,kanyang,Safe List: canyang,Dapat nating alalahanin ang ginawa ng canyang mga ...
35-47,canyang,kanyang,Safe List: canyang,Dapat nating alalahanin ang ginawa ng canyang mga ...
35-48,canyang,kanyang,Safe List: canyang,"At sacali't hindi umimic ang bayan, dahil sa pagka..."
35-53,canyang,kanyang,Safe List: canyang,"Kinamot ng gobernadorcillo ang canyang ulo, tuming..."
35-71,canyang,kanyang,Safe List: canyang,Kung nabubuhay ang canyang mabait na ina'y ¿anong ...
35-75,canyang,kanyang,Safe List: canyang,halos pinananaghilian ko ang canyang nasirang ina....
35-113,canyang,kanyang,Safe List: canyang,—Sasabihin ko sa canyang manatili na lamang siya s...
35-113,canyang,kanyang,Safe List: canyang,—Sasabihin ko sa canyang manatili na lamang siya s...
35-122,canyang,kanyang,Safe List: canyang,"—Ipatawad po ninyo, umiibig bawa't ina sa canyang ..."
35-122,canyang,kanyang,Safe List: canyang,"—Ipatawad po ninyo, umiibig bawa't ina sa canyang ..."
35-122,canyang,kanyang,Safe List: canyang,"—Ipatawad po ninyo, umiibig bawa't ina sa canyang ..."
35-122,canyang,kanyang,Safe List: canyang,"—Ipatawad po ninyo, umiibig bawa't ina sa canyang ..."
35-127,canyang,kanyang,Safe List: canyang,—ang canyang sagot na ngumingiti....
36-2,canyang,kanyang,Safe List: canyang,Walang ginagawa si Maria Clara kung di tumangis at...
36-2,canyang,kanyang,Safe List: canyang,Walang ginagawa si Maria Clara kung di tumangis at...
36-3,canyang,kanyang,Safe List: canyang,Ipinagbawal sa kanya ng canyang ama ang pakikipag-...
36-5,canyang,kanyang,Safe List: canyang,Si kapitang Tiago na totoong maraming ginagawa sa ...
36-5,Capitan,Kapitan,Capitan Policy,Si kapitang Tiago na totoong maraming ginagawa sa ...
36-26,canyang,kanyang,Safe List: canyang,"Hindi ko dapat papanhikin siya sa aking bahay, at ..."
36-34,canyang,kanyang,Safe List: canyang,Tinacpan ni Maria Clara ang canyang mga tainga....
36-47,canyang,kanyang,Safe List: canyang,"—Ang Arzobispo'y fraile rin, walang ginagawa ang A..."
36-48,Capitan,Kapitan,Capitan Policy,"Nguni, Maria, huwag cang umiyac; darating ang Capi..."
36-55,canyang,kanyang,Safe List: canyang,Tumacbo si Maria Clara at nagtago sa canyang tinut...
36-57,canyang,kanyang,Safe List: canyang,¡pinaglalaruan ang iyong puso ng mga magagaspang n...
36-58,canyang,kanyang,Safe List: canyang,Samantalang napupuno ng tao ang bahay at umaalinga...
36-60,canyang,kanyang,Safe List: canyang,Sa pagkalungayngay ng ulo sa dibdib at sa pagkatii...
36-61,canyang,kanyang,Safe List: canyang,Isang hinaharap na panahong pinanag-inip at hinima...
36-61,canyang,kanyang,Safe List: canyang,Isang hinaharap na panahong pinanag-inip at hinima...
36-62,canyang,kanyang,Safe List: canyang,¡Macacawangis ito kung patiguilin ng tiboc ng puso...
36-63,canyang,kanyang,Safe List: canyang,Kung paano ang cabaitan at cabanalan ni Maria Clar...
36-63,canyang,kanyang,Safe List: canyang,Kung paano ang cabaitan at cabanalan ni Maria Clar...
36-63,canyang,kanyang,Safe List: canyang,Kung paano ang cabaitan at cabanalan ni Maria Clar...
36-64,canyang,kanyang,Safe List: canyang,Hindi lamang nacapagbibigay tacot sa kanya ang exc...
36-64,canyang,kanyang,Safe List: canyang,Hindi lamang nacapagbibigay tacot sa kanya ang exc...
36-65,lacas,lakas,Safe List: lacas,Dinaramdam niya ang buong lacas ng pagsinta kay Ib...
36-66,bulaclac,bulaklak,Safe List: bulaclac,Ng minsa'y isang ilog na umaagos ng buong cahinhin...
36-66,canyang,kanyang,Safe List: canyang,Ng minsa'y isang ilog na umaagos ng buong cahinhin...
36-67,canyang,kanyang,Safe List: canyang,Bahagya na napaaalon-alon ng bangin ang canyang ag...
36-68,canyang,kanyang,Safe List: canyang,Datapwat di caguinsaguinsa'y cumipot ang dinaraana...
36-72,canyang,kanyang,Safe List: canyang,"ang sigaw ng canyang puso,—¿bakit inihihiwalay mo ..."
36-73,canyang,kanyang,Safe List: canyang,"Hindi mo ikinacait sa kanya ang iyong araw, ang iy..."
36-77,canyang,kanyang,Safe List: canyang,ang cahabaghabag ng dalagang hindi nacakilala ng i...
36-77,canyang,kanyang,Safe List: canyang,ang cahabaghabag ng dalagang hindi nacakilala ng i...
36-80,canyang,kanyang,Safe List: canyang,—ang canyang hibic....
36-82,canyang,kanyang,Safe List: canyang,Dumating ang ilang canyang caibigang babae at ibig...
36-82,Capitan,Kapitan,Capitan Policy,Dumating ang ilang canyang caibigang babae at ibig...
36-85,canyang,kanyang,Safe List: canyang,"Nagtindig si Maria Clara, tiningnan ang canyang ti..."
36-85,canyang,kanyang,Safe List: canyang,"Nagtindig si Maria Clara, tiningnan ang canyang ti..."
36-87,canyang,kanyang,Safe List: canyang,"Ngunit hindi tinapos ang salita, at nagpasimula ng..."
37-5,canyang,kanyang,Safe List: canyang,Sinabi po namin sa canyang walang panahon ang cama...
37-21,canyang,kanyang,Safe List: canyang,—Hindi kaya lalong magaling na ating siyasatin kun...
37-23,canyang,kanyang,Safe List: canyang,at maipaaalaala natin sa kanya ... ang canyang mga...
37-27,canyang,kanyang,Safe List: canyang,"Sila'y nangagsiyucod ng buong capacumbabaan, liban..."
37-35,Capitan,Kapitan,Capitan Policy,"—ang isinalabat ng Capitan General, na pinipihit a..."
37-38,Capitan,Kapitan,Capitan Policy,"—ang idinugtong ng Capitan General, pagkatapos ng ..."
37-38,canyang,kanyang,Safe List: canyang,"—ang idinugtong ng Capitan General, pagkatapos ng ..."
37-42,Capitan,Kapitan,Capitan Policy,—ang tanong na nagtataca ng Capitan General....
37-45,Capitan,Kapitan,Capitan Policy,—Nangasidilat ang Alcalde at ang mga ayudante; dat...
37-49,canyang,kanyang,Safe List: canyang,"Samantala'y itulot po ninyo, ginoong binibini, na ..."
37-51,Capitan,Kapitan,Capitan Policy,Nahulaan ng Capitan General kung ano ang talagang ...
37-55,Capitan,Kapitan,Capitan Policy,Sinalita ng Capitan General sa isang paraang macah...
37-60,Capitan,Kapitan,Capitan Policy,"—ang biglang sinabi ng Capitan General,—tulot po n..."
37-63,Capitan,Kapitan,Capitan Policy,Sinalabat siya ng Capitan General at ito ang sinab...
37-64,canyang,kanyang,Safe List: canyang,—Lubos kong ikinatutuwang walang iba akong dapat i...
37-64,canyang,kanyang,Safe List: canyang,—Lubos kong ikinatutuwang walang iba akong dapat i...
37-75,Capitan,Kapitan,Capitan Policy,"Hindi matiis ng isa't isa, sa dahil na masamang ca..."
37-80,Capitan,Kapitan,Capitan Policy,Humacbang ng ilang patungo sa kanya ang Capitan Ge...
37-83,Capitan,Kapitan,Capitan Policy,Tunay nga namang pinanonood at pinagmamasid ang bi...
37-83,canyang,kanyang,Safe List: canyang,Tunay nga namang pinanonood at pinagmamasid ang bi...
37-91,Capitan,Kapitan,Capitan Policy,"—Iguinalaw ng Capitan General ang canyang ulo, na ..."
37-91,canyang,kanyang,Safe List: canyang,"—Iguinalaw ng Capitan General ang canyang ulo, na ..."
37-91,canyang,kanyang,Safe List: canyang,"—Iguinalaw ng Capitan General ang canyang ulo, na ..."
37-92,buhoc,buhok,Safe List: buhoc,—Tungkol sa samaan ng loob na nangyari sa inyo at ...
37-103,canyang,kanyang,Safe List: canyang,Nasnaw ang isang ngiti sa mga labi ng matandang mi...
37-109,canyang,kanyang,Safe List: canyang,"Kaya nga kung sa España, na bawa't bagay may ucol ..."
37-109,canyang,kanyang,Safe List: canyang,"Kaya nga kung sa España, na bawa't bagay may ucol ..."
37-110,canyang,kanyang,Safe List: canyang,Hindi nagcuculang ng magagandang panucala ang mga ...
37-118,Capitan,Kapitan,Capitan Policy,"Tinitigang sandali ng Capitan General, titig na ti..."
37-122,Capitan,Kapitan,Capitan Policy,Nagtindig ang Capitan Ganeral at nagpasyal ng paca...
37-130,canyang,kanyang,Safe List: canyang,"maalaala ko pala,—ang canyang biglang sinabi na na..."
37-132,canyang,kanyang,Safe List: canyang,¡humayo kayo sa canyang tabi at ng lalo kayong mag...
37-132,canyang,kanyang,Safe List: canyang,¡humayo kayo sa canyang tabi at ng lalo kayong mag...
37-135,Capitan,Kapitan,Capitan Policy,Tinawag ng Capitan General ang canyang ayudante....
37-135,canyang,kanyang,Safe List: canyang,Tinawag ng Capitan General ang canyang ayudante....
37-136,canyang,kanyang,Safe List: canyang,"—¡Nagagalac ako—anya, na tinatapictapic ang balica..."
37-139,canyang,kanyang,Safe List: canyang,"—Ginoong Alcalde,—ang sinabi sa kanya pagpasoc niy..."
37-140,canyang,kanyang,Safe List: canyang,"Napag unawa ng Alcalde ang sa kanya'y pagsisi, kay..."
37-143,capitan,kapitan,Capitan Policy,"—Don Santiago,—ang sa kanya'y sinabi ng capitan Ge..."
37-147,canyang,kanyang,Safe List: canyang,"—ang pautal na sabi ni Kapitang Tiago, at pinahid ..."
38-2,Capitan,Kapitan,Capitan Policy,"Ang Capitan General na nagpapasyal ng lacad, na ca..."
38-2,canyang,kanyang,Safe List: canyang,"Ang Capitan General na nagpapasyal ng lacad, na ca..."
38-3,Capitan,Kapitan,Capitan Policy,Tinalicdan marahil ng buong galac ni Ibarra ang pa...
38-3,canyang,kanyang,Safe List: canyang,Tinalicdan marahil ng buong galac ni Ibarra ang pa...
38-5,canyang,kanyang,Safe List: canyang,Maligayang guinaganap nila ang tungculing itong in...
38-6,lacas,lakas,Safe List: lacas,Sa calaguitnaa'y nagpaparoo't parito ang mga algua...
38-10,Capitan,Kapitan,Capitan Policy,—ang sagot ng Capitan General na naringig ang gayo...
38-19,canyang,kanyang,Safe List: canyang,Ngunit inihinto ng matandang lalaki ang canyang mg...
38-28,buhoc,buhok,Safe List: buhoc,"—Ayawan kung ano ang dahil ng pagkakagayon, sumusu..."
38-29,canyang,kanyang,Safe List: canyang,Naliliguid siya ng mga ilaw at ng incienso; nangan...
38-30,canyang,kanyang,Safe List: canyang,Hindi nagpapasimula ang mga bahay ng pagpapaningas...
38-32,canyang,kanyang,Safe List: canyang,—anang anak na babae ng gobernadorcillo sa canyang...
38-41,canyang,kanyang,Safe List: canyang,"Sumusunod kay Magdalena si San Diego, baga man sil..."
38-42,canyang,kanyang,Safe List: canyang,"Anim na mga ""hermana tercera"" ang humihila sa cany..."
38-45,bulaclac,bulaklak,Safe List: bulaclac,"Gayon man, sa gitna ng madilim na pulutong na iyon..."
38-45,buhoc,buhok,Safe List: buhoc,"Gayon man, sa gitna ng madilim na pulutong na iyon..."
38-55,canyang,kanyang,Safe List: canyang,Ipinagpatuloy pagkatapos ang procesion: ipinagpatu...
38-60,canyang,kanyang,Safe List: canyang,Narinig ni Ibarra ang tinig mula sa kinalalagyang ...
38-62,Capitan,Kapitan,Capitan Policy,Mapanglaw at nag-iisip-isip ng siya'y masumpong ng...
38-65,Capitan,Kapitan,Capitan Policy,"—ang ibinulong ng binata, na baga man tinitingnan ..."
38-65,canyang,kanyang,Safe List: canyang,"—ang ibinulong ng binata, na baga man tinitingnan ..."
38-65,canyang,kanyang,Safe List: canyang,"—ang ibinulong ng binata, na baga man tinitingnan ..."
39-3,canyang,kanyang,Safe List: canyang,Napagkilala kaya ni doña Consolaciong lubhang naca...
39-3,canyang,kanyang,Safe List: canyang,Napagkilala kaya ni doña Consolaciong lubhang naca...
39-3,canyang,kanyang,Safe List: canyang,Napagkilala kaya ni doña Consolaciong lubhang naca...
39-3,canyang,kanyang,Safe List: canyang,Napagkilala kaya ni doña Consolaciong lubhang naca...
39-9,canyang,kanyang,Safe List: canyang,"Ang ginoong babae, ayon sa canyang pinagcaratihang..."
39-9,canyang,kanyang,Safe List: canyang,"Ang ginoong babae, ayon sa canyang pinagcaratihang..."
39-9,buhoc,buhok,Safe List: buhoc,"Ang ginoong babae, ayon sa canyang pinagcaratihang..."
39-9,canyang,kanyang,Safe List: canyang,"Ang ginoong babae, ayon sa canyang pinagcaratihang..."
39-9,buhoc,buhok,Safe List: buhoc,"Ang ginoong babae, ayon sa canyang pinagcaratihang..."
39-10,canyang,kanyang,Safe List: canyang,"Lumalabas sa canyang bibig ang bugal-bugal na aso,..."
39-10,canyang,kanyang,Safe List: canyang,"Lumalabas sa canyang bibig ang bugal-bugal na aso,..."
39-11,canyang,kanyang,Safe List: canyang,Kung napanood sana siya ni don Francisco Cañamaque...
39-12,canyang,kanyang,Safe List: canyang,"Hindi nagsimba ng umagang iyon ang ginoong babae, ..."
39-13,canyang,kanyang,Safe List: canyang,Napagkikilala ng alferez na totoong catawatawang m...
39-18,canyang,kanyang,Safe List: canyang,Hindi ibig ni doña Consolaciong umuwi sa canyang b...
39-19,canyang,kanyang,Safe List: canyang,Kailan ma'y hindi naging carapatdapat macaakit sa ...
39-19,canyang,kanyang,Safe List: canyang,Kailan ma'y hindi naging carapatdapat macaakit sa ...
39-22,canyang,kanyang,Safe List: canyang,Palibhasa'y walang ano mang nacahahadlang sa kanya...
39-22,canyang,kanyang,Safe List: canyang,Palibhasa'y walang ano mang nacahahadlang sa kanya...
39-23,canyang,kanyang,Safe List: canyang,"Nangagsisiyucod na lahat sa canyang paliguid, tula..."
39-23,canyang,kanyang,Safe List: canyang,"Nangagsisiyucod na lahat sa canyang paliguid, tula..."
39-30,canyang,kanyang,Safe List: canyang,"Ng gabing ito, ayawan kung dahil sa calapitan doon..."
39-30,canyang,kanyang,Safe List: canyang,"Ng gabing ito, ayawan kung dahil sa calapitan doon..."
39-33,canyang,kanyang,Safe List: canyang,Narinig din siya ni doña Consolacion sa oras na iy...
39-33,canyang,kanyang,Safe List: canyang,Narinig din siya ni doña Consolacion sa oras na iy...
39-35,canyang,kanyang,Safe List: canyang,—ang canyang sinabi pagkaraan ng ilang sandaling c...
39-35,canyang,kanyang,Safe List: canyang,—ang canyang sinabi pagkaraan ng ilang sandaling c...
39-36,canyang,kanyang,Safe List: canyang,Isang bagay na nacacahuwad ng ngiti ang siyang nas...
39-38,canyang,kanyang,Safe List: canyang,"Ito'y nacasugat sa loob ng mapagmataas na Musa, na..."
39-39,canyang,kanyang,Safe List: canyang,"Umubo ang alfereza, humudyat sa mga sundalong mang..."
39-43,canyang,kanyang,Safe List: canyang,¡At magaling nga naman ang canyang ginagawa!...
39-45,canyang,kanyang,Safe List: canyang,"At gayon man'y ¡ginawa ng canyang asawa, ng mga si..."
39-48,canyang,kanyang,Safe List: canyang,"Ayon sa sabihanan, kinabucasan ng araw ng sa kanil..."
39-48,canyang,kanyang,Safe List: canyang,"Ayon sa sabihanan, kinabucasan ng araw ng sa kanil..."
39-55,canyang,kanyang,Safe List: canyang,"Hinihipohipo ni Consolacion, na ng panahong iyo'y ..."
39-55,canyang,kanyang,Safe List: canyang,"Hinihipohipo ni Consolacion, na ng panahong iyo'y ..."
39-60,canyang,kanyang,Safe List: canyang,Minagaling ng cabong huwag ng umimic ng araw na iy...
39-61,canyang,kanyang,Safe List: canyang,Dito'y napuspos ng hindi cawasa ang canyang pagtat...
39-61,canyang,kanyang,Safe List: canyang,Dito'y napuspos ng hindi cawasa ang canyang pagtat...
39-62,canyang,kanyang,Safe List: canyang,"""Filipinas"" ang siyang saysay ng lahat ng mga limb..."
39-68,canyang,kanyang,Safe List: canyang,Isinangguni ang canyang mga pag-aalinlangan kay sa...
39-68,canyang,kanyang,Safe List: canyang,Isinangguni ang canyang mga pag-aalinlangan kay sa...
39-79,canyang,kanyang,Safe List: canyang,Sacali't masama ang pagkatanto ng cabo sa mga sari...
39-79,canyang,kanyang,Safe List: canyang,Sacali't masama ang pagkatanto ng cabo sa mga sari...
39-106,canyang,kanyang,Safe List: canyang,"Ng sila'y icasal, nacacawatas pa ang canyang asawa..."
39-106,canyang,kanyang,Safe List: canyang,"Ng sila'y icasal, nacacawatas pa ang canyang asawa..."
39-112,canyang,kanyang,Safe List: canyang,Pinakinggan ang paunang canta na may halong tawang...
39-114,canyang,kanyang,Safe List: canyang,Nawawatasan niyang magaling: marahil nauuhaw sa ul...
39-130,canyang,kanyang,Safe List: canyang,Naririnig sa dakong malayo ang musica ng procesion...
39-131,canyang,kanyang,Safe List: canyang,Tinititigan siya ni Sisang hindi gumagalaw; isang ...
39-131,canyang,kanyang,Safe List: canyang,Tinititigan siya ni Sisang hindi gumagalaw; isang ...
39-142,canyang,kanyang,Safe List: canyang,"Nagpacalugmoc si Sisa sa sahig, tinangnan ng dalaw..."
39-143,canyang,kanyang,Safe List: canyang,Dalawang malacas na hagupit ng latigo sa licod ang...
39-144,canyang,kanyang,Safe List: canyang,"Nawalat ang canyang manipis na baro, pumutoc ang b..."
39-145,canyang,kanyang,Safe List: canyang,Nacapagpapagalac ng mainam sa tigre ang pagkakita ...
39-149,canyang,kanyang,Safe List: canyang,At ang canyang ginawa'y hinawacan niya ng isang ka...
39-149,canyang,kanyang,Safe List: canyang,At ang canyang ginawa'y hinawacan niya ng isang ka...
39-150,canyang,kanyang,Safe List: canyang,Sa cawacasa'y napagkilala ng ulol na babae ang sa ...
39-152,canyang,kanyang,Safe List: canyang,At sa pagkatigagal ng pagtatamong lugod sa caniyan...
39-153,canyang,kanyang,Safe List: canyang,Sumipot doon ang alferez na namumutla't marilim an...
39-155,canyang,kanyang,Safe List: canyang,Inilagay ng alferez ng lubos na pagpapacamairuguin...
39-166,canyang,kanyang,Safe List: canyang,"Pagkatapos ay sinarhang mabuti ang pintuan, inilag..."
39-183,canyang,kanyang,Safe List: canyang,Pinagdimlan ang lalaki at umaatungal na hinandulon...
39-187,canyang,kanyang,Safe List: canyang,"—ang iniaatungal, at kinacalabog ang pinto ng cany..."
39-203,canyang,kanyang,Safe List: canyang,"Dinampot ng alferez ang canyang capacete, naghusay..."
39-203,canyang,kanyang,Safe List: canyang,"Dinampot ng alferez ang canyang capacete, naghusay..."
40-10,canyang,kanyang,Safe List: canyang,Sa harap ng escenario (palabasan) ay pinagtotonoto...
40-14,canyang,kanyang,Safe List: canyang,Sa daco rito'y may nababaling paa ng isang bangco ...
40-18,lacas,lakas,Safe List: lacas,—ang sabi niya;—hindi tinanggap ng Alcalde ang pag...
40-22,lacas,lakas,Safe List: lacas,—ang aking isinagot;—ang mga lacas ng isang tenien...
40-22,lacas,lakas,Safe List: lacas,—ang aking isinagot;—ang mga lacas ng isang tenien...
40-22,lacas,lakas,Safe List: lacas,—ang aking isinagot;—ang mga lacas ng isang tenien...
40-23,canyang,kanyang,Safe List: canyang,Tinatanggap ng kahi't hari man ang canyang mga lac...
40-23,lacas,lakas,Safe List: lacas,Tinatanggap ng kahi't hari man ang canyang mga lac...
40-23,canyang,kanyang,Safe List: canyang,Tinatanggap ng kahi't hari man ang canyang mga lac...
40-23,lacas,lakas,Safe List: lacas,Tinatanggap ng kahi't hari man ang canyang mga lac...
40-34,canyang,kanyang,Safe List: canyang,Pinutol ang kanilang salitaan ng pagdating ni Mari...
40-42,canyang,kanyang,Safe List: canyang,Tila mandin walang sinadya ng nagbibigay paroon ku...
40-43,canyang,kanyang,Safe List: canyang,Ngunit hindi nangagsasaysay ng pagliyag ang mga ma...
40-43,canyang,kanyang,Safe List: canyang,Ngunit hindi nangagsasaysay ng pagliyag ang mga ma...
40-45,canyang,kanyang,Safe List: canyang,Datapwat parang hindi nahiwatigan ng binata ang ba...
40-45,canyang,kanyang,Safe List: canyang,Datapwat parang hindi nahiwatigan ng binata ang ba...
40-50,Capitan,Kapitan,Capitan Policy,ako'y napilitang aking samahan ang Capitan General...
40-54,canyang,kanyang,Safe List: canyang,"Nagtindig ang cura at lumapit kay don Filipo, na t..."
40-61,canyang,kanyang,Safe List: canyang,Ang mga nag-iibig mangilag na canyang macapanayam ...
40-63,Capitan,Kapitan,Capitan Policy,"—Wala akong nakikitang ano mang panganib, padre: a..."
40-67,canyang,kanyang,Safe List: canyang,"Humudyat sa canyang kasama, na nagtindig na masama..."
40-78,canyang,kanyang,Safe List: canyang,—Sa pagtataca ni Ibarra'y hindi naalaman kung ano ...
40-79,Canyang,Kanyang,Safe List: canyang,Canyang nakita si Maria Clara na tinatacpan ang mu...
40-79,canyang,kanyang,Safe List: canyang,Canyang nakita si Maria Clara na tinatacpan ang mu...
40-101,canyang,kanyang,Safe List: canyang,Ng matapos na ang bahaguing iyon ng zarzuela na to...
40-104,canyang,kanyang,Safe List: canyang,"Ang matapang na si Villardo, na hindi inaacalang m..."
40-104,canyang,kanyang,Safe List: canyang,"Ang matapang na si Villardo, na hindi inaacalang m..."
40-116,canyang,kanyang,Safe List: canyang,Bumalic na si Ibarra at canyang hinanap si Maria C...
40-121,canyang,kanyang,Safe List: canyang,—ang sigaw ng isang babaeng naglililis ng canyang ...
40-121,canyang,kanyang,Safe List: canyang,—ang sigaw ng isang babaeng naglililis ng canyang ...
40-125,canyang,kanyang,Safe List: canyang,Hinihipo ng isa ang canyang bisig at humihing ng c...
40-130,canyang,kanyang,Safe List: canyang,Napag-unawa ni don Filipo ang kanilang adhica at c...
40-138,canyang,kanyang,Safe List: canyang,Lumingap si don Filipo sa canyang paliguid at huma...
40-138,canyang,kanyang,Safe List: canyang,Lumingap si don Filipo sa canyang paliguid at huma...
40-143,canyang,kanyang,Safe List: canyang,Si Ibarra naman ang naglingap-lingap sa canyang pa...
