token,frequency,capitalized_count,pattern_match,modern_suggestion,confidence,auto_action,sample_contexts
cautalan,2,0,C_TO_K,kautalan,HIGH,REVIEW,"[""5666: Nalalaman ng kanyang asawang ang ilang sa mga bigay na iyo'y mga cahalingan, ngunit hindi umiimic at ng huwag siyang masigawan at maipamukha sa kanya ang kanyang cautalan."", ""5690: Gayon ma'y iguinagalang na totoo ni kapitang Tiago ang kanyang asawa dahil sa titulo na pagka manggagamot sa lahat ng bagay na sakit, at kanyang pinakikinggang magaling ang mga ilang salitang kanyang naipangungusap dahil sa kanyang cautalan.""]"
acordeon,2,0,C_TO_K,akordeon,HIGH,REVIEW,"[""2619: Sa isang bangcang lalong marikit ang pagkakagayac ay may isang arpa, mga guitarra, mga acordeon at isang sungay ng kalabaw; sa isang bangca nama'y nagniningas ang mga calang lupa at doo'y inihahanda ang cha, cafe at salabat na gagawing agahan."", '2875: Muling tumunog ang musica: tumutugtog si Iday ng arpa, at ang mga lalaki nama\'y mga acordeon at mga guitarra, na humiguit cumulang ang ""afinacion;"" datapwat si Albino ang magaling tumugtog sa lahat, sa pagka\'t tunay na kinacamot ang guitarra, nagcuculang sa ""tono"" at mayatmaya\'y sumisinsay sa compas, at caguinsaguisa\'y nacalilimot, kaya\'t lumilipat sa sonatang ibang iba sa dating tinutugtog.']"
catunaya'y,2,0,C_TO_K,katunaya'y,HIGH,REVIEW,"[""1861: —ang wika ni Rufang tumindig—hindi pa nalalaong nawalan ako ng isang biic, nagdasal ako kay San Antonio ay aking nakita, at sa catunaya'y naipagbili ko sa halagang magaling, ¡aba!"", ""4904: —Totoo pong magaling, ginoong binibini, na kayo'y magcasiya sa galak ng inyong sariling budhi at sa pagmamahal ng inyong mga cababayan, na ang catunaya'y siya ngang lalong magaling na ganting pala, at hindi na tayo dapat humingi pa ng iba.""]"
nanunuot,2,0,UO_TO_O,nanunot,MEDIUM,REVIEW,"['2319: —ang sigaw ng isang voces na nanunuot sa tainga.', '2707: Natatanaw buhat sa malayo ang ilang tagac na nacadapo sa ibabaw ng mga dulo ng mga cawayang tolos, na ang anyo\'y nagsisipanood, samantalang nangagliliparang ang tungo\'y sa iba\'t ibang daco ang mga ""kalaway"" na hinihilahisan ng kanilang mga pakpak ang dakong ibabaw ng dagatan at pinupuspos ang impapawid ng kanilang mga huning nanunuot sa tainga.']"
pacacasal,2,0,C_TO_K,pakakasal,HIGH,REVIEW,"[""6384: —¿Ikaw pala'y pacacasal sa ginoong ito?"", ""8243: , di umano'y ng siya raw ay macaasang hindi ako pacacasal sa iyo kung walang capahintulutan ang aking ama.""]"
nacacaibig,2,0,C_TO_K,nakakaibig,HIGH,REVIEW,"[""3548: Pagka siya'y pinakikinggan ko sa Simbahan ani Sinang, nacacaibig akong magsayaw; ngayong piano ang kanyang tinutugtog ang naiisipan ko nama'y magdasal."", ""8435: —ang itinanong na ang anyo'y naghihinananakit mandin;—hala umupo ka rito't saysayin mo sa akin ang mga maliliit na bagay na isinasama ng iyong loob, gaya ng dating ginagawa mo sa akin ng panahong ikaw ay musmos pa, pagka nacacaibig kang gumawa ng mga muñecang pagkit.""]"
kinucurot,2,0,C_TO_K,kinukurot,HIGH,REVIEW,"[""1836: Natotowa ang mga alilang babae sa gayong paraang pagbabayad, at ako'y gayon din; sila'y hindi ko pinapalo; tinutuctucan ko lamang o kinucurot ..."", ""6729: At tinudla ng cura ng matuling pagsulyap si Maria Clara, na nakikinig ngunit hindi inihihiwalay ang mga mata sa papel ng musica, baga man siya'y lihim na kinucurot ni Sinang, na sa gayong paraa'y sinasaysay ang kanyang catuwaan; sumayaw sana siya kung sila'y nag-iisa.""]"
halakhacan,2,0,C_TO_K,halakhakan,HIGH,REVIEW,"[""3561: May nangariring na mga sigawan at malalacas na halakhacan, napapanood na ang mga fraile'y lumalacad ng mahina, at iguinagalaw ang ulo ng ayon sa compas, at malaking tabaco ang napapamuti sa mga labi."", '5320: Mga pagpaparoo\'t parito, mga sigawan, mga ingayan sa pagtataca, mga halakhacan, isang huli na sa panahong ""buscapie"", isang ""reventador"" ang siyang nangagdaragdag ng caingayan.']"
macaitlong,2,0,C_TO_K,makaitlong,HIGH,REVIEW,"['1851: —Gayo nga ang marapat, macaitlong isang Amanamin....', '3737: ""Minamahal kong Choy: Magmadali kang pumarini, kung mangyayari; sapagkat ang fiesta\'y totoong masaya; sukat ang matanto mong halos natumba ang bangca ni kapitang Joaquin: macaitlong pinagulong ni kapitang Tiago ang kanyang taya, at sa tatlong iyo\'y tumama, at pinto ng pintong palagui, kaya\'t sa gayong nangyari lalong nangliliit sa catuwaan si cabezang Manuel na may ari ng bahay.']"
nacacacuha,2,0,C_TO_K,nakakakuha,HIGH,REVIEW,"[""1858: —¡At kayong nagdarasal ng paganya'y hindi kayo nacacacuha ng ano man sa inyong mga pagsisiyam!"", ""7567: Gayon ma'y hindi tinatabunan kailan man: manacanacang pinahihirapan ang mga bilanggong hucayi't palaliman ang bal-ong iyon, hindi dahil sa balac na muha ng capakinabangan sa parusang iyon, kung di dahil sa mga cahirapang nangyayari sa gawang iyon: ang bilanggong doo'y lumusong ay nacacacuha ng lagnat na ang caraniwa'y ikinamamatay.""]"
cawang,2,0,C_TO_K,kawang,HIGH,REVIEW,"[""1871: Binibigyan tayo ng mga Santong Casulatan ng halimbawa; hindi kinagalitan ng mga hereje at ng mga protestante ang ating Panginoong Jesucristo na nagtapon sa tubig ng isang cawang mga baboy na kanilang pag-aari, at tayong mga binyagan, at bucod sa roo'y mga hermano ng Santisimo Rosario pa, ¿tayo'y mangag-aaway dahil sa isang biic lamang?"", '2580: Numiningning pa ang mga bituin sa langit ""zafir"", at nangagugulaylay pa ang mga ibon sa mga sanga ng kahoy, ay nangaglilibot na sa mga lansangan ng bayang ang tungo\'y sa dagatan, ang isang masayang cawang naliliwanagan ng nacagagalac na liwanag ng mga huepe.']"
nacacapit,2,0,C_TO_K,nakakapit,HIGH,REVIEW,"[""2849: Lumucso sa malalim na tubigang binatang mangingisda na hawac ang kanyang guloc, sumunod sa kanya ang kanyang ama; datapwat bago pa lamang nacasisisid sila'y siyang paglutang naman ni Crisostomo at ng piloto na capuwa nacacapit sa bangkay ng buaya."", '5066: Sila\'y pawang nacacapit sa dalawang mga sintas na azul na nacatali sa carro ng Virgen, na nagpapaalaala sa mga calapating humihila sa ""Primavera"" (larawan ng pasimula ng tag-araw.']"
cacanta,2,0,C_TO_K,kakanta,HIGH,REVIEW,"[""2763: ¡Ay, ako ma'y cacanta rin kung mangyayari sana!"", '3388: Diyan magsasaysay ng mga cahangahanga ang comediang Tundo, at makikipag-unahan sa mga dios sa cababalaghan: diyan cacanta at sasayaw si na Marianito, Chananay, Balbino, Ratia, Carvajal, Yeyeng, Liceria at iba pa.']"
tacapan,2,0,C_TO_K,takapan,HIGH,REVIEW,"[""6339: Umugong doon ang mga tacapan, waswasan ng kamay, guirian, sigawan, laitan at murahan: kanilang iniwatawat ang lahat ng mga carumihang kanilang iniingatan sa canicanilang caban, at sa pagka't sabay sabay na nagsasalita ang apat at maraming lubha ang kanilang sinasabing nacasisirang puri sa mga tanging pulutong ng mga tao, na kanilang isinisiwalat ang maraming katotohanan, kusang tinatangguihan namin ang pagsasalaysay rito ng laha't ng kanilang doo'y mga sinabi sa isa't isa."", '6340: Bagaman hindi nauunawa ng mga nagsisipanood ang lahat ng kanilang tacapan, hindi nga cacaunti ang catuwaang kanilang tinatamo at kanilang hinihintay na dumating hanggang sa pag-aaway ng kamay.']"
cahahampas,2,0,C_TO_K,kahahampas,HIGH,REVIEW,"[""2754: Sa gayo'y nagcaroon nga ng caunting caguluhan; siya'y pinahimpil ng mga ina sa cahahampas ng chinelas at cacucurot."", ""4062: Nacatulog ng mainam ang isang lalaking nacaupo sa kanyang tabi, na walang ano-ano'y natumba sa kanyang ibabaw, na ano pa't nalucot ang kanyang habito: dinampot ng mabait na matandang babae ang kanyang bacya at guinising sa cahahampas ang lalaking iyon, casabay ng sigaw na:""]"
cadakidakilaan,2,0,C_TO_K,kadakidakilaan,HIGH,REVIEW,"['4394: —¡Isang mainam na sermon, cadakidakilaan!', '7776: —ang tanong ng isa ng matinding paglibac;—¿hindi ba cadakidakilaan iyan?']"
pagbubucas,2,0,C_TO_K,pagbubukas,HIGH,REVIEW,"[""4940: —anang Gobernador General na naupo at tuloy itinuro sa kanya ang isang upuan;—bayaan ninyong ako'y magtamo ng sandaling pagbubucas ng puso; totoong malaki ang aking pagkalugod sa inyong caasalan; kaya nga't kayo'y inihingi ko na sa Gobierno ng Hari ng isang ganting palang dangal (condecoracion), dahil sa caisipan ninyong pagkakaawang gawang pagtatayo ng isang paaralan ..."", ""7302: Nacapagbigay halimbawa na; may nacaringig marahil ng pagbubucas at pagsasarang iyon, sa pagka't marahang binucsan ang sa ibang bintana at maingat na sumungaw ang ulo ng isang matandang babae, culubot at wala ng ngipin: siya nga ang si hermana Pute na nag-ingay ng di sapala samantalang nagsesermon si pari Damaso.""]"
catagal,2,0,C_TO_K,katagal,HIGH,REVIEW,"['4398: —Upang macapagsalita ng gayong catagal, kinacailangang magcaroon ng lalamunang gaya ng kanyang lalamunan,—ang ipinahiwatig ni pari Manuel Martin.', '4970: Tinitigang sandali ng Kapitan General, titig na tinumbasan ni Ibarra ng gayon din catagal na titig.']"
nacalimutan,2,0,C_TO_K,nakalimutan,HIGH,REVIEW,"['3968: ""Dapat nating masaulong lahat ang mga Santong Casulatan, ang buhay ng mga santo, at sa ganito\'y hindi ko kinacailangang sa inyo\'y mangaral, mga macasalanan; dapat ninyong maalaman ang mga bagay na itong totoong mahalaga at kinacailangang gaya ng pagkasaulo sa Ama namin, baga man nacalimutan na ninyo ito at nagbubuhay protestante o hereje na kayo, na hindi nagsisigalang sa mga ministro (cawani ng Dios, na gaya ng mga insic), ngunit kayo\'y mangagpapacasama, lalo ng mangapapahamac kayo, mga sinumpa!', ""8698: Ito'y yaong totoong cabalitaang si kapitang Tiago, na ngayo'y lubos ng nacalimutan ng lahat, na ano pa't pati ng sacristan mayor ay hindi na siya naaalaala.""]"
cara,2,0,C_TO_K,kara,HIGH,REVIEW,"['1806: ""—Naglalaro ako ng ""cara-y-cruz;"" kung lumabas na ""cara"" ay wala; mayroon kung lumabas na ""cruz.', '1807: "" Ngayo\'y ipalagay nating lumabas ng ""cruz"", pagkagayo\'y isinusulat ko: ""nasingil na;"" ¿lumabas na ""cara""?']"
nacabalic,2,0,C_TO_K,nakabalic,HIGH,REVIEW,"['2860: —¡Kung di ka sana nacabalic!...ang ibinulong ni Maria Clarang namumutla at nangangatal pa.', '2861: —¡Kung di sana ako nacabalic at ikaw ay sumunod sa akin,—ang isinagot ng binata, na kanyang ipinagpatuloy ang caisipan,—sa ilalim ng dagata\'y ""mapapasama ako disin sa aking familia!']"
cahulugang,2,0,C_TO_K,kahulugang,HIGH,REVIEW,"['4938: —Hindi po pagbibigay ng catuwiran, ginoo, kung di pagpapautang ng loob ang isang pagtanggap—catoto sa isang gaya kong walang ano man cahulugang sumasailalim ng kapangyarihan ng mahal na Hari.', '7563: Ang Catotohanang umaahon sa isang bal-on, marahil ay isang pagbibigay cahulugang napacamatinding libac.']"
cayamutan,2,0,C_TO_K,kayamutan,HIGH,REVIEW,"[""1760: Nang makita nilang dumarating ang cura ay nangagtindigan; nagpauna sa pagsalubong ang isang babae upang hagcan ang kanyang kamay; ngunit gumamit ang cura ng isang anyong cayamutan, kaya't napahinto ang babae sa calaguitnaan ng kanyang paglakad."", '5108: Nangagsisiyucod na lahat sa kanyang paliguid, tulad sa mga uhay sa unang hihip ng bagyo: walang nasusunduang hadlang, hindi nacatitisod ng ano mang dulo o catayugang sukat mapagbuntuhan ng kanyang cayamutan; nanghihinuyo at nangangayupapang lahat ang mga sundalo at mga alila sa paliguidliguid niya.']"
magpacabuhay,2,0,C_TO_K,magpakabuhay,HIGH,REVIEW,"[""4348: Ngunit higuit sa aking kaya ang pagmamatuwirang ito,—ang kanyang idinugtong at binago ang anyo ng pananalita,—at nililibang ko po sayo ngayong kayo'y hinihintay; Huwag po ninyong calimutan ang casasabi ko pa sa inyo: may mga kaaway kayo; magpacabuhay po kayo sa icagagaling ng inyong tinubuang bayan."", '7125: ¡lumigtas po kayo, ginoo, magpacabuhay kayo, sa icagagaling ng inyong bayan!']"
cabulucan,2,0,C_TO_K,kabulukan,HIGH,REVIEW,"['3990: Dati ko nang nalalaman; wala ngang macagagawa ng gayon kung di ang isang santong gaya ni Diego de Alcala; kanyang hinimuran ang buong cabulucan, at tuloy sinabi niya sa isang kapatid na nangguiguilalas; ¡Ganito ang paggamot sa may sakit na ito!', ""6633: Acala ko'y yao'y pawang paratang lamang, kaya't hiningi kong bigyang liwanag ang gayong paglait; muling nabucsan ang libingang kinahihimlayan ng gayong caraming mga cabulucan, at lumabas ang katotohanan upang ako'y bigyang cahihiyan.""]"
nacalilimot,2,0,C_TO_K,nakalilimot,HIGH,REVIEW,"['2875: Muling tumunog ang musica: tumutugtog si Iday ng arpa, at ang mga lalaki nama\'y mga acordeon at mga guitarra, na humiguit cumulang ang ""afinacion;"" datapwat si Albino ang magaling tumugtog sa lahat, sa pagka\'t tunay na kinacamot ang guitarra, nagcuculang sa ""tono"" at mayatmaya\'y sumisinsay sa compas, at caguinsaguisa\'y nacalilimot, kaya\'t lumilipat sa sonatang ibang iba sa dating tinutugtog.', ""5391: —Pagpaumanhinan ninyo ako,—anya,—nacalilimot akong mayroon palang sa aki'y naghihintay na aking catipan; magbabalic ako at ng kayo'y aking masamahan.""]"
nacasisirang,2,0,C_TO_K,nakasisirang,HIGH,REVIEW,"['4991: —Ginoong Alcalde,—ang sinabi sa kanya pagpasok niya,—ng mailagang mangyari uli ang ""napanood"" ng camahalan po ninyong mga ""cagagawan"", mga cagagawang dinaramdam ko, palibhasa\'y ""nacasisirang puri"" sa Gobierno at sa lahat ng mga kastila, nangangahas akong ipagbilin sa inyo ng ""totoong mahigpit"" si ginoong Ibarra, upang hindi lamang ipagcaloob ninyo sa kanya ang mga kinacailangan at ng maganap niya ang kanyang mga panucalang nauucol sa icapagcacapuri ng Inang-Bayan, kung di naman ipangilag ninyo sa hinaharap na panahong siya\'y bagabaguin ng taong sino man at sa dahilang paano mang paraan.', ""6339: Umugong doon ang mga tacapan, waswasan ng kamay, guirian, sigawan, laitan at murahan: kanilang iniwatawat ang lahat ng mga carumihang kanilang iniingatan sa canicanilang caban, at sa pagka't sabay sabay na nagsasalita ang apat at maraming lubha ang kanilang sinasabing nacasisirang puri sa mga tanging pulutong ng mga tao, na kanilang isinisiwalat ang maraming katotohanan, kusang tinatangguihan namin ang pagsasalaysay rito ng laha't ng kanilang doo'y mga sinabi sa isa't isa.""]"
carne,2,0,C_TO_K,karne,HIGH,REVIEW,"[""1739: Magcacaroon tayo ng damit na bagong ucol sa bawa't fiesta, kakain tayo ng carne at malalaking isda."", '3531: Nangagcacahalohalo sa paglakad, na nangagcacasicuhan at nangagtutulacan ang mga alilang lalaking may dalang carne o mga inahing manok, mga estudianteng nacaputi ang pananamit, mga lalaki\'t mga babae, na nangagsisipanganib na sila\'y matahac ng mga coche at mga calesa, na cahit sumisigaw ng ""tabi"" ang mga cochero\'y nahihirapan din silang macapaghawi ng daan.']"
pacabicabila,2,0,C_TO_K,pakabikabila,HIGH,REVIEW,"['4974: Nagtindig ang Kapitan Ganeral at nagpasyal ng pacabicabila sa salas.', ""7665: Sa tapat ng bilanggua'y nangagtatacbuhang pacabicabila ang mga babaeng may lakas pa; ang mga wala na nama'y nangagsisiupo sa lupa't tinatawag ang mga pangalan ng mga taong kanilang iniirog.""]"
nagpapalacadlacad,2,0,C_TO_K,nagpapalakadlakad,HIGH,REVIEW,"[""1759: Umalis ang cura sa sacristia upang tumungo sa convento; sa silong nito'y nangacaupo sa bangco ang pito o walong mga babae at isang lalaking nagpapalacadlacad ng paroo't parito."", ""2508: Pinagcalooban siya marahil ng Langit ng ilang horas na pagkakatulog, at samantalang siya'y nahihimbing, hinilahihisan ng pakpak ng isang angel ang namumutla niyang mukha, upang macatcat sa kanya ang alaala, na walang ibang tinataglay kung di pawang capighatian; marahil hindi casiyang macaya ng mahinang lakas ng tao ang gayong caraming mga pagkakasakit, kaya't ng magcagayo'y na mag-itan marahil ang Inang-Talaga ng Dios na taglay ang kanyang matimyas na pangpagaang ng hirap, ang pagkalimot; datapuwat sa papaano man, ang catotohana'y ng kinabucasan, si Sisa'y nagpapalacadlacad na nacangiti, nag-aawit o kung hindi nakikipag-usap sa lahat ng mga may buhay na kinapal.""]"
cainan,2,0,C_TO_K,kainan,HIGH,REVIEW,"[""4358: May catamtamang saya at galac ang cainan, datapwat ng nangangalahati na'y siyang pagdating ng isang cawani sa telegrafo na si kapitang Tiago ang hanap upang ibigay sa kanya ang isang telegrama."", '7758: ¡Gaudeamus (cainan) sa tatlong araw!']"
articulo,2,0,C_TO_K,artikulo,HIGH,REVIEW,"['1798: At bucod sa rito\'y ""in articulo mortis"" (sa horas ng camatayan) ay macapagcacamit pa ako, kung aking ibiguin, ng pitong mga ""plenaria"", ¡at naghihingalo na\'y macapagliligtas pa ako sa mga iba!', '3499: At siya nga naman: hinandugan ang kanyang mamanugangin ng isa sa lalong mga dalubasang pamahayagan sa Maynila ng isang ""articulo"" (casulatan) sa kanyang unang mukha, na ang pamagat (ng articulong iyon) ay ""¡Siya\'y inyong tularan!']"
caugalia'y,2,0,C_TO_K,kaugalia'y,HIGH,REVIEW,"[""4359: Ayon sa caugalia'y humingi ngang pahintulot si kapitang Tiago upang basahin ang telegramang iyon, at ayon sa caugalian naman ay ipinamanhik ng lahat na kanyang basahin."", ""5696: Ayon sa caugalia'y si Maria Clara ang siyang pinag-usapan; ang dalaga'y nagpapahingalay at natutulog.""]"
maglacadlacad,2,0,C_TO_K,maglakadlakad,HIGH,REVIEW,"[""6443: —Sacali't mapagcacalooban po ninyo ako ng pakikipagsalitaan sa loob ng ilang oras, maglacadlacad kayo mamayang hapon sa pampangin ng dagatan at lumulan kayo sa aking bangca, sa pagka't may sasabihin ako sa inyong lubhang mahahalagang bagay—ani Elias, at lumayo pagka tapos na makita niya ang pagtango ng binata."", ""8696: Kung manacanaca'y maglacadlacad kayo, kung dakong hapon, sa unang daan ng Santo Cristo, makikita ninyong nacaupo sa tindahan ng isang insic ang isang maliit na tao, naninilaw, payat, hucot, malalalim ang mga mata at anyong nag-aantoc, kulay marumi ang mga labi at ang mga cuco at tumitingin sa tao ng wari'y hindi nakikita.""]"
catabaan,2,0,C_TO_K,katabaan,HIGH,REVIEW,"[""6437: Tayo pong lahat ay pawang excomulgado; si pare Damaso man po'y excomulgado rin, gayon ma'y nananatili sa totoong catabaan."", ""7862: Ito'y ang kanilang pinsang si Primitivo, na nasasaulo ang Amat, isang lalaking may mga apat na pong taon ang gulang, malinis ang pananamit, titiyanin at may catabaan.""]"
cumikintab,2,0,C_TO_K,kumikintab,HIGH,REVIEW,"['2873: Umaaraw na; humihihip ang amihan: napupucaw at namamasag ang mga alon sa paliguid ng buaya, at nagtatayo ng ""nga bundok ng bula, na doo\'y cumikintab ng buong casaganaan sa mga kulay ang liwanag ng araw"", ayon sa saysay ng poetang si P.A.', '6132: Sa isang hudyat ng ""sentenciador"" (tagahatol) ay inalsan ng mananari ang mga tari ng canicanyang caluban, at cumikintab ang mga maninipis na mga talim, na pawang nangagbabala, maniningning.']"
nagcacabilog,2,0,C_TO_K,nagkakabilog,HIGH,REVIEW,"[""1774: Hindi agad sumagot si hermana Rufa: nanghingi muna ng isang hitso, nginanga, minasdan ang nagcacabilog na sa kanya'y nakikinig ng di cawasa, lumura sa isang tabi, at nagpasimula, samantalang ngumangata ng tabaco:"", '5436: Datapwat may nagcacabilog ng isang pulutong.']"
kinacamtan,2,0,C_TO_K,kinakamtan,HIGH,REVIEW,"[""1777: Aking itinatala ang lahat ng aking mga kinacamtan, sa pagka't ang ibig ko'y malinis na salitaan; ayaw akong mangdaya, at hindi ko rin ibig na ako'y dayain."", '1832: Ngayon: pagka nacababasag ang aking isang alilang lalaki o isang alilang babae ng isang pinggan, vaso o taza, at iba pa, ipinapupulot ko ang lahat ng mga piraso, at sa bawa\'t isa, kahi\'t sa lalong caliitliitan, pinapagdarasal ko siya ng ""Bendita-sea-tu-Pureza"" at ng Señor-mio-Jesu cristo Padre dulcisimo por el gozo"", at ipinatutungcol ko sa mga calolowa ang mga indulgenciang kinacamtan ko.']"
calacaran,2,0,C_TO_K,kalakaran,HIGH,REVIEW,"[""4963: Ito'y hindi casalanan namin, kung di sa calacaran ng panahon; hindi cacaunti ang naitutulong sa amin ng mga fraile, datapwat hindi na macasasapat sila ..."", ""5687: Bawa't araw na magdaan ay nararamdaman niyang lalong naguiguing mahal at lalong tumataas siya, at kung magpapatuloy ang gayong calacaran, paguiguing isang tao'y sasapantahain na niyang siya'y calahi ng Dios.""]"
mawiwica,2,0,C_TO_K,mawiwika,HIGH,REVIEW,"['4415: —Nguni, mga ginoo, hindi ko mapagwari kung bakit macapagsasalitaan ng mga pakikinabang o mga pangungulugui,—ang isinabat ng Alcalde;—¿ano ang mawiwica sa atin ng mga magagandang loob at matatalinong binibining nangaritong nagbibigay unlac sa atin ng kanilang pakikipanayam?', ""5958: Namamasdan ang isang matandang lalaking mapanglaw ang pagmumukha, nacapulupot sa ulo niya ang isang bigkis na may dugo, nacalagay ang mga sico sa isang batong guinagawang pinaca mesa, at pinagninilay-nilay ang ilaw na sa gayong caraming usoc na ibinubuga'y bahagya na ang inilalaganap na liwanag: kung hindi sana talastas nating iyo'y isang yungib ng mga tulisan, mawiwica natin, sa pagbasa ng malaking pagngangalit sa mukha ng matandang lalaki, na siya ang Torre ng Gutom sa araw na sinusundan ng paglamon ni Ugolino sa kanyang mga anak.""]"
nacasuut,2,0,C_TO_K,nakasuut,HIGH,REVIEW,"['3588: Carukharukhaang mga panyapac ang nacasuut sa kanyang mga paa.', '5521: Bumati sa kanya ng buong capacumbabaan ang isang maliit na lalaking nacasuut ng lucsa at may isang malaking pilat sa caliwang pisngi, at pinahinto siya sa paglakad.']"
cahahandog,2,0,C_TO_K,kahahandog,HIGH,REVIEW,"[""3609: At hindi nalalaman ang kanyang ginagawa'y dalidaling lumapit sa baculan ng kulang palad, at inilagay roon ang relicario na bago pa lamang cahahandog sa kanya ng kanyang ama."", ""8003: —¡Aba, ang babaeng iyo'y bagong cahahandog ngayong hapon sa kapitan general ng isang singsing na isang libong piso ang halaga!""]"
nagcataong,2,0,C_TO_K,nagkataong,HIGH,REVIEW,"[""3601: Nahulog isang araw sa sangha ang isang bata; hindi naman malalim ang sangha, datapwat nagcataong siya'y dumaraan doon, ang ginawa niya'y tinulungan niya ang bata sa pag-ahon doon."", '3845: Tumiguil ang carro sa tapat ng isang bahay na sa mga bintanang napapamutihan ng maririkit na mga pangsampay (colgadura) ay nacasungaw ang Alcalde, si kapitang Tiago, si Maria Clara, si Ibarra, ilang mga kastila at mga dalaga; nagcataong tumunghay si Pari Salvi, datapwat hindi gumawa ng kahi\'t munting kilos na magpahalatang siya\'y bumabati o nakikilala niya sila; ang tanging ginawa niya\'y lumindig lamang, tinuid ang katawan at sa gayo\'y sumabalicat niya ng lalong caayusan at ganda ang ""kapa pluvial.']"
bancang,2,0,C_TO_K,bankang,HIGH,REVIEW,"[""2690: Di caguinsaguinsa'y dumarating na dala ng agos ang malilit na bancang upac ng saguing, na may lulang iba't ibang bungang halamang nangasasalansan sa ibabaw ng mga mababangong bulaklak."", ""8192: Huminto ang isang bancang tiguib ng damo sa paanan ng ahunang nalalagay sa bawa't bahay na na sa pampangin ng ilog.""]"
napupucaw,2,0,C_TO_K,napupukaw,HIGH,REVIEW,"[""2687: Halos nangagagalac ang lahat, sinasanghod nila ang mahinang amihang untiunting napupucaw; sampong ang mga inang puspos sa paninimdim at mga pagpapaalaala'y nangagtatawanan at nangagbibiruan silasila."", '2873: Umaaraw na; humihihip ang amihan: napupucaw at namamasag ang mga alon sa paliguid ng buaya, at nagtatayo ng ""nga bundok ng bula, na doo\'y cumikintab ng buong casaganaan sa mga kulay ang liwanag ng araw"", ayon sa saysay ng poetang si P.A.']"
macapagbili,2,0,C_TO_K,makapagbili,HIGH,REVIEW,"[""4472: Mabuti na nga ang siya'y macapagbili ng mga salacot at mga petaca at ng huwag macailangang magpalimos na gaya ng ginagawa rito ng cura sa taon-taon sa pangalan nga papa."", '8030: —Isang paraan din namang magaling upang macapagbili, na gaya rin ng alin man sa ibang mga paraan.']"
caliwanagang,2,0,C_TO_K,kaliwanagang,HIGH,REVIEW,"[""2686: Maganda ang umaga: nagpapasimula na ng pagtinggad ang tubig, at sa liwanag na nanggagaling sa langit at sa sinag na sa tubig nagmumula, ang nangyayari'y isang caliwanagang tumatanglaw sa mga bagaybagay, na halos hindi nagcacaanino, isang maningning at malamig na liwanag, na nahahaluan ng mga kulay na ating napagwawari sa mga tanging pintura tungkol sa dagat."", '5065: Gayon man, sa gitna ng madilim na pulutong na iyon ng mga habito, mga capuchon, mga cordon (lubid) at mga lambong, na caalacbay yaong dasal na pahumal at hindi nagbabago ang tinig, na papanood na wangis sa mga mapuputing mga jazmin, tulad sa mga sariwang sampaga nahahalo sa mga lumang mga basahan, ang labing dalawang batang babaeng nagagayasan ng puti, nacocoronahan ng mga bulaklak, culot ang buhok, nagniningning ang mga matang cahuad ng kanilang mga collar; walang pinag-ibhan sa mga angel ng caliwanagang napipilit ng mga multo.']"
hucuman,2,0,C_TO_K,hukuman,HIGH,REVIEW,"[""5649: Ng pag-acalaang siya'y pag-usiguin sa harap ng mga hucuman dahil sa pagpapanggap niya ng pagka manggagamot, hindi siya naghinanakit, hindi siya dumaing; kinikilala niya ang catuwiran, at ito lamang ang kanyang isinasagot: ¡Datapwat kinacailangang mabuhay!"", '7082: —Hindi ko mapababayaan: ang hucuman ng pangungumpisal ay siyang luclucan ng Dios na mahabaguin.']"
caloobang,2,0,C_TO_K,kaloobang,HIGH,REVIEW,"['3908: Nangagsiupo sa kanilang mga sillon ang tatlong sacerdote, na ang anyo\'y nakapag-bibigay uliran sa cahinhinan, ayon sa sasabihin marahil ng may malinis na caloobang ""corresponsal;"" tinularan sila ng Alcalde at iba pang mga taong may vara at may baston; huminto ang musica:', '6013: Ginoo,—ang ipinagpatuloy ni Elias, na pinacasusucat na magaling ang kanyang mga wika;—nagka palad akong macagawa ng isang paglilingcod sa isang binatang mayaman, may magandang puso, may caloobang mahal at mithi ang mga icagagaling ng kanyang tinubuang bayan.']"
magcumpisal,2,0,C_TO_K,magkumpisal,HIGH,REVIEW,"[""2675: —Iyan nga po ang ginagawa ko—ang sagot naman nito;—kaya't ibig ko na tuloy magcumpisal."", '4756: "" Ayon sa sabi ng telegrafista at ng directorcillo, kung sabihin daw ng isang cristiano, ng isang cura o ng isang kastila, sa isang cristianong gaya natin ay nacacawangis ng ""santusdeus"" na may ""requimiternam;"" sa minsang tawaguin kang ""plibastiero,"" mangyayari ka ng magcumpisal at magbayad ng iyong mga utang sa pagka\'t wala magagawa kung di ang pabitay ka na lamang.']"
