old_token,new_token,frequency,confidence,reason,reviewer_decision,decision_note
pinapagcahig,pinapagkahig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
naibigcas,naibigkas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacalaban,makakalaban,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cuadrillero'y,kuadrillero'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinasuco,pinasuko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagpapacunwari,nagpapakunwari,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carilimang,karilimang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatitira,nakatitira,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagulagulatang,kagulagulatang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapaisano,nakapaisano,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacamamatay,nakamamatay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcaca-layo,nagkaka-layo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pangcuartel,pangkuartel,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabucaca,nakabukaka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinacalog,kinakalog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinangangacong,ipinangangakong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacacalasing,pinakakalasing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
hinihicap,hinihikap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
acoy,akoy,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calaunan,kalaunan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacatatakip,nakatatakip,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacalayo,nangagkakalayo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
politica,politika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capanganibang,kapanganibang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cautangang,kautangang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaiinis,makaiinis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capapanalo,kapapanalo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalungayngay,nakalungayngay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagsusucatan,nangagsusukatan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacatiwala,nagkakatiwala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
curatel,kuratel,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacamalayo,pinakamalayo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macahanap,makahanap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icaganti,ikaganti,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mangagcaisa,mangagkaisa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagtagumpay,makapagtagumpay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacapakinig,nakakapakinig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sumuca,sumuka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napapacasamang,napapakasamang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasingit,nakasingit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaamis,makaamis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacacabit,nangagkakakabit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinaco,ipinako,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sacsacan,sacsakan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cacuriputan,kakuriputan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cautusang,kautusang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catalinuan,katalinuan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacarikit,nakarikit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcapanagupa,nagkapanagupa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagcucurong,mapagkukurong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacabilog,nangagkakabilog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacabigat,napakabigat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagtaca,makapagtaka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacasusucat,pinakasusukat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahambal-hambal,kahambal-hambal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagpapacabagabag,nagpapakabagabag,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macalabog,makalabog,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacaasawa,magkakaasawa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
papca't,papka't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pasucan,pasukan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpacabingi,magpakabingi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangangayumcom,nangangayumkom,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagnagcagayo'y,pagnagkagayo'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sacal,sakal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagcaratiban,pinagkaratiban,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcasalaping,magkasalaping,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagcacalooban,pinagkakalooban,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macayang,makayang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casalimura,kasalimura,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cawal-an,kawal-an,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calaguin,kalaguin,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mahicayat,mahikayat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casinunga-lingang,kasinunga-lingang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaisip,nakaisip,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cadalia'y,kadalia'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ticang,tikang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carupucan,karupukan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacamatinding,napakamatinding,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caalimurahan,kaalimurahan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caliliguid,kaliliguid,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpapacatira,magpapakatira,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpacabutibuti,magpakabutibuti,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macahicayat,makahikayat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabahayang,kabahayang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagbagong,makapagbagong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
contratista,kontratista,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cauhawang,kauhawang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangacaharap,nangakaharap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nababacuran,nababakuran,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sumusuco,sumusuko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangacatindig,nangakatindig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagutuman,kagutuman,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcapang-al,magkapang-al,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacataob,nakataob,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacaimbi,napakaimbi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macababawi,makababawi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ikinucubli,ikinukubli,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ibinubucadcad,ibinubukadkad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pacundangan,pakundangan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cacabacaba,kakabakaba,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
balangcas,balangkas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinagcatiwala,ipinagkatiwala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacamahalmahal,pinakamahalmahal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabuluha't,kabuluha't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagcacayari,nangagkakayari,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabunton,nakabunton,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casasacsac,kasasacsac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capangit,kapangit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sumasacatwiran,sumasakatwiran,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagyacap,pagyakap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasilip,nakasilip,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpapaliwanagan,makapagpapaliwanagan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapamatnubay,makapamatnubay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinapangaco,pinapangako,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capakikipagsalitaan,kapakikipagsalitaan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacapangwasak,napakapangwasak,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calacasan,kalakasan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calupitang,kalupitang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapaghanda,makapaghanda,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacataon,nagkakataon,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macatutuclas,makatutuclas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capahintulitan,kapahintulitan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagsanggalang,makapagsanggalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinagcucuro,pinagkukuro,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sumasadacong,sumasadakong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagbabacayan,mapagbabakayan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapaghihipit,nakapaghihipit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pacaingatan,pakaingatan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carruajeng,karruajeng,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pacatandaan,pakatandaan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcatagpo,magkatagpo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacasundo,makakasundo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagbubucas,nagbubukas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carpetang,karpetang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macariringig,makariringig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macababalik,makababalik,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sinucob,sinukob,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacababangis,napakababangis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpacalabis,magpakalabis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macamtan,makamtan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagamutang,kagamutang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaacbay,makaacbay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacanulo,magkakanulo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacatitigas,napakatitigas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sinalacat,sinalakat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagpagalang,makapagpagalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipagcait,ipagkait,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacadalas,napakadalas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macahalic,makahalic,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ferrocarril,ferrokarril,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagcacasala,nakapagkakasala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sumasacatuwirang,sumasakatuwirang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pacatingnang,pakatingnang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
confesio,konfesio,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinapagcacasala,pinapagkakasala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nasacop,nasakop,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasombrero,nakasombrero,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calmen,kalmen,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
papaco,papako,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magsasacang,magsasakang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabiac,kabiac,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
camaliang,kamaliang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacahaling,napakahaling,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacarumi,napakarumi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
bituca,bituka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapaglalagay,makapaglalagay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagabi'y,kagabi'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cathacathang,kathakathang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabunducang,kabundukang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pagpapacalabis,pagpapakalabis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagnanacaw,nangagnanakaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahiyahiya,kahiyahiya,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
acalang,akalang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinagcacapagod,ipinagkakapagod,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macabuhay,makabuhay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cafiestahang,kafiestahang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapangahas,nakapangahas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacahaba,napakahaba,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapagcacalooban,mapagkakalooban,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcasaclutan,nagkasaclutan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapangabas,makapangabas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
itinicom,itinikom,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cacuculata,kakukulata,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapapanhik,makapapanhik,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magnacaw,magnakaw,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
carumihang,karumihang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capaikpican,kapaikpikan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
encomendero,enkomendero,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
kinuculot,kinukulot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capacanang,kapakanang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalaban,nakalaban,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calabuan,kalabuan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasalumbaba,nakasalumbaba,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaculapol,nakakulapol,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macalalacad,makalalakad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cunwari,kunwari,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinapagcacasiya,pinapagkakasiya,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
paglalacadlacad,paglalakadlakad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
encomendero'y,enkomendero'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacaubos,nakaubos,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangacalawit,nangakalawit,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cumacalat,kumakalat,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
maicacailang,maikakailang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpacatiratira,magpakatiratira,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nilacad,nilakad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalacad,nakalakad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
trangcahan,trangkahan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icatacot,ikatakot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapagsalita,nakapagsalita,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangagyacap,nangagyakap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasandata,nakasandata,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caguinawan,kaguinawan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caliluhan,kaliluhan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacatipun,pinakatipun,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacaharap,makakaharap,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacahugot,nakahugot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icatlompong,ikatlompong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casarinlan,kasarinlan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ilacad,ilakad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinakipagcasundo,ipinakipagkasundo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macalacad,makalakad,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cataotao,kataotao,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagsandata,makapagsandata,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagbuntong,makapagbuntong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacaibigang,magkakaibigang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ipinagtaca,ipinagtaka,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabayanan,kabayanan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalatag,nakalatag,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
sabucot,sabukot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahiyahiyang,kahiyahiyang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macacarlista,makakarlista,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catiwasiya'y,katiwasiya'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacalindig,nakalindig,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nagcacapatong-patong,nagkakapatong-patong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casacasama,kasakasama,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasisintahing,nakasisintahing,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cagagawa,kagagawa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magcacatiwala,magkakatiwala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagdala,makapagdala,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
contra,kontra,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macakikita,makakikita,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icatatlompo't,ikatatlompo't,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
amica,amika,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caganapan,kaganapan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
contrabandista,kontrabandista,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capasiyahan,kapasiyahan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
amicus,amikus,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pakikipagcaibigan,pakikipagkaibigan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
alqui,alki,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
catiwasayang,katiwasayang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
casinungalingang,kasinungalingang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahulihuliha'y,kahulihuliha'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macatipon,makatipon,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macaoowi,makaoowi,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
magpacatalino,magpakatalino,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capilas,kapilas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacacasinlaki,nakakasinlaki,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
calva,kalva,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
icatutuwa,ikatutuwa,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacapilay,napakapilay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
mapacalabis,mapakalabis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ahorcaberis,ahorkaberis,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ahorcatur,ahorkatur,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
ocasion,okasion,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catugculan,katugkulan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
matucoy,matukoy,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
politico,politiko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahalinga'y,kahalinga'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
maicacaila,maikakaila,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
makipagcaibigan,makipagkaibigan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cawalanghiyaan,kawalanghiyaan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
metafisico,metafisiko,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
vacuum,vakuum,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacapanagumpay,nakapanagumpay,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pangcaraniwan,pangkaraniwan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacabata,nakabata,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cabuluha'y,kabuluha'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
caliluhang,kaliluhang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangacasalacot,nangakasalakot,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capilayan,kapilayan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pinacaiingatan,pinakaiingatan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cauntia'y,kauntia'y,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
capatiran,kapatiran,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
himagsican,himagsikan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
catimyasan,katimyasan,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
napacasal,napakasal,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nangacaligtas,nangakaligtas,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
pag-acalaang,pag-akalaang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
nacasusumpong,nakasusumpong,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
macapagyabang,makapagyabang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
cahalagahang,kahalagahang,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
quin,kin,1,HIGH,QU_TO_K,APPROVED,AUTO_HIGH_CONF
praecognitum,praekognitum,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
oraculo,orakulo,1,HIGH,C_TO_K,APPROVED,AUTO_HIGH_CONF
